gene_id,gene_name,log2 fold change (MLE): group rrf3 L1 vs N2 L1,Benjamini-Hochberg adjusted p-values,N2_L1_rep1.robustRPKM,N2_L1_rep2.robustRPKM,N2_L1_rep3.robustRPKM,rrf3_L1_rep1.robustRPKM,rrf3_L1_rep2.robustRPKM,rrf3_L1_rep3.robustRPKM,Input,Suggested Match,History
WBGene00235158,Y37E3.30,4.50896879025406,1.2939815437404e-192,10.0995695936712,7.52755483511611,7.52814459719599,194.44982200419,200.569817462733,176.822816366402,WBGene00235158,WBGene00235158,History: N.A.
WBGene00000722,col-149,3.16909546614586,1.36405140952304e-170,35.7963235226986,28.3974524830295,34.489629382319,292.369465073982,288.743619663957,305.842494271642,WBGene00000722,WBGene00000722,History: N.A.
WBGene00044728,Y53F4B.45,2.87522270920996,2.6950495948403807e-155,66.0990976354483,70.5147682087742,63.5123901543685,530.079436329624,504.217373601348,434.394247723344,WBGene00044728,WBGene00044728,History: N.A.
WBGene00000928,dao-2,5.90985625598038,4.54010698119133e-119,3.00845090076936,3.28984120780394,3.93916609855639,182.565986245758,156.602987426225,276.162413234066,WBGene00000928,WBGene00000928,History: N.A.
WBGene00000512,ckb-2,2.85931906837951,6.30716152823742e-92,11.3036155834357,9.8022138177841,12.8372380619938,88.0384039855442,82.9301953434878,75.2169809307325,WBGene00000512,WBGene00000512,History: N.A.
WBGene00194680,Y17D7C.6,3.07175483295321,1.05866439337733e-88,15.5872637250007,17.0451917650711,15.6995750304784,140.268592894537,129.541379794231,136.832472226757,WBGene00194680,WBGene00194680,History: N.A.
WBGene00219950,F46A8.13,4.93107032195962,9.61308441879238e-85,11.0982487497894,8.66878889687013,13.9261931558466,395.987397052643,348.985353263916,280.908814385097,WBGene00219950,WBGene00219950,History: N.A.
WBGene00016576,C41H7.6,2.98125082423657,5.55685308025109e-71,6.2676060432695,6.03137554764055,6.56527683092732,54.6007532938702,50.7361719467615,43.6704829460803,WBGene00016576,WBGene00016576,History: N.A.
WBGene00001072,dpy-10,4.03051443302794,5.76989966803062e-71,3.4348572809241,2.76767531089584,2.84051905795783,44.6748913446757,34.972451465222,67.9199346995485,WBGene00001072,WBGene00001072,"History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
WBGene00023036,F39E9.10,2.35622168069918,1.4111512412179902e-67,40.6275177447648,40.0553086964904,34.4298455532615,218.23849852187,201.844880910154,169.597694086075,WBGene00023036,WBGene00023036,History: N.A.
WBGene00021095,mlt-8,2.95783247561584,1.5723639921990798e-62,10.2053649511952,8.42477854273601,9.47025985461194,66.5706896777389,60.7820523618253,90.6760532085257,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00019511,K08A2.1,2.15737010429833,5.437883487024391e-61,25.6607885283197,20.0218502404529,25.0633270514002,114.896780667126,105.298531773936,95.2812098217852,WBGene00019511,WBGene00019511,History: N.A.
WBGene00009374,F34D10.4,2.60001954681481,3.77617520818909e-58,13.0957950809464,10.0327154257923,8.71959055446787,57.3273951954319,57.4875821823888,78.1395679517683,WBGene00009374,WBGene00009374,History: N.A.
WBGene00013638,Y105C5A.14,1.80441748629224,6.72964634314437e-57,33.1060453018629,31.115090681079,30.4790348428671,109.003889194562,113.278843177068,108.452222865501,WBGene00013638,WBGene00013638,"History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
WBGene00008447,E01G4.5,2.51330174643186,1.81534212994617e-55,8.59312512071607,7.22123875091658,7.42020573693269,47.9511259492318,45.9664947282425,38.7115636371848,WBGene00008447,WBGene00008447,History: N.A.
WBGene00004131,pqn-44,-1.68694755788952,1.360332789821e-53,288.368534962033,292.426143861248,254.531060742184,79.9378043794312,82.6038801059012,96.8301042395328,WBGene00004131,WBGene00004131,History: Renamed on 2021-01-04
WBGene00006956,wrt-10,5.7736969005658,3.3421021754047e-51,1.48429177978835,1.47820082229198,2.00421639035878,72.1524908859223,73.1739993438629,126.223282422119,WBGene00006956,WBGene00006956,History: N.A.
WBGene00001772,gst-24,-1.99060794627185,1.11630505786402e-50,218.200656706386,179.318260741684,212.215526344291,55.2432087497263,54.7665586292076,43.5668519167744,WBGene00001772,WBGene00001772,History: N.A.
WBGene00045366,Y17D7C.3,1.96291496895149,5.78264043546505e-50,23.0618580258782,24.8230082062757,23.3939406876464,95.862818406729,93.2861512103047,88.8850760001749,WBGene00045366,WBGene00045366,History: N.A.
WBGene00018803,fbxa-24,1.93267085242311,3.2803639723323297e-49,21.5529071559655,22.0269359309582,17.0774577194913,77.8235669936129,81.528244429723,72.3044298284471,WBGene00018803,WBGene00018803,History: N.A.
WBGene00018572,lin-42,3.5026695181588,1.75021387908291e-48,0.805384220665849,0.937114888714112,1.30908843154442,9.60631700034326,9.82449840965433,15.1246895078766,WBGene00018572,WBGene00018572,History: N.A.
WBGene00012452,Y17D7B.4,2.09837243819984,7.74093432583756e-48,31.7797472136827,26.4026541830387,23.6900980218836,123.017115150068,106.484324343877,120.932835814308,WBGene00012452,WBGene00012452,History: N.A.
WBGene00013263,Y57A10A.23,1.46793346354602,2.63771280956331e-45,121.429165117783,115.334850355796,118.37925194106,329.439874352966,306.359275308601,346.446216382459,WBGene00013263,WBGene00013263,History: N.A.
WBGene00017691,ilys-5,1.41463389572523,4.05588569263285e-44,96.2385623970065,90.1320179114889,94.7405210856755,262.800040627622,230.824322307085,255.74459056991,WBGene00017691,WBGene00017691,History: N.A.
WBGene00008932,F18A11.5,4.83525634008107,1.9398797479057098e-43,0.721622676168287,0.422742009838448,1.06297747084149,20.4359058182386,20.2670991073235,21.9392683969429,WBGene00008932,WBGene00008932,History: N.A.
WBGene00000399,cdh-7,3.53820149487767,6.56457387901779e-41,0.971413590799262,0.762295645622896,0.554623615213224,6.94600341540062,7.10616294437747,12.4823436430318,WBGene00000399,WBGene00000399,History: N.A.
WBGene00019730,asns-2,-1.54413619257267,8.631144351196088e-41,221.178392267275,181.655320361455,179.29825433634,71.1940102901276,66.4269296084628,62.0312655936144,WBGene00019730,WBGene00019730,History: N.A.
WBGene00003482,mua-3,2.06438811456623,2.56057111883904e-40,7.14537608955356,6.16617369560281,8.29044634471068,24.8684549184071,27.4006910998979,38.0530883330836,WBGene00003482,WBGene00003482,History: N.A.
WBGene00021239,Y20F4.4,1.80211174492143,8.353789420533739e-40,10.8775147911017,9.46156282123106,8.50286686810988,35.1170684721384,32.7807914861684,32.6679695985386,WBGene00021239,WBGene00021239,History: N.A.
WBGene00219755,linc-17,4.17764412588427,1.59234666473092e-39,4.06502020092789,2.61951342880297,1.99597612196534,48.8227250115157,51.4970238111157,56.1965068832953,WBGene00219755,WBGene00219755,History: N.A.
WBGene00016574,C41H7.4,2.45103769254536,2.03264637118273e-39,7.64039885946323,6.71938960264859,7.78095542322123,45.3158688306512,43.1084544755082,32.6675403893521,WBGene00016574,WBGene00016574,History: N.A.
WBGene00010738,K10D3.4,1.67344991092173,2.78914983133841e-39,45.0329875239848,38.5540712972665,47.6186416140327,127.166010304457,127.303552676038,163.946966686401,WBGene00010738,WBGene00010738,History: N.A.
WBGene00000882,cyn-6,2.04895877718131,3.61054388483702e-39,42.6655601257727,31.9928299091241,33.2395995388616,141.539280788437,127.680722956889,176.838199620686,WBGene00000882,WBGene00000882,History: N.A.
WBGene00008963,F19H8.2,1.87136759818269,6.69173054780171e-39,27.2386130311467,30.0102874602423,34.6329212221259,101.884103872902,102.709351018075,131.472798422341,WBGene00008963,WBGene00008963,History: N.A.
WBGene00001069,dpy-7,5.19788704044259,1.03556734860824e-38,1.77398907891371,1.10852349246526,1.99097367554438,50.3237077019282,45.9565541460289,82.1851958996592,WBGene00001069,WBGene00001069,History: N.A.
WBGene00015298,C01F1.3,1.88948778941582,8.5138000576807e-37,16.711135123384,13.2249430612716,15.6737456950126,50.7052460837324,50.6592770951161,67.4596042381959,WBGene00015298,WBGene00015298,History: Renamed on 2005-03-17
WBGene00004002,pgp-8,-4.05994563332756,9.31434606790268e-37,4.06125051603959,5.69787881104076,5.7156453607699,0.235466064804902,0.32151928206161,0.364731257454525,WBGene00004002,WBGene00004002,History: N.A.
WBGene00001430,fkb-5,1.47751620115841,2.47237586826043e-35,56.4690706732243,45.1200287447235,58.1812983383024,146.564083278639,145.426062511614,152.739337035151,WBGene00001430,WBGene00001430,History: N.A.
WBGene00001068,dpy-6,1.86722838227135,1.47074906867178e-33,16.9905219800043,16.3476354239616,19.7813285608907,56.4121568556064,54.4997124476535,82.8238481675925,WBGene00001068,WBGene00001068,History: N.A.
WBGene00003091,lys-2,-1.71577078684654,2.80949783569008e-33,69.3002716473919,70.9819366713547,76.2939288839699,21.8207011218664,19.1689881248761,24.8696950239724,WBGene00003091,WBGene00003091,History: N.A.
WBGene00009628,tatn-1,1.3597637405985,2.8866636881532098e-33,40.5490324796007,38.8576963212705,46.5589696515202,114.029317160644,104.594831836299,104.651150182491,WBGene00009628,WBGene00009628,History: N.A.
WBGene00018682,aagr-4,1.81240811143195,8.32709693414642e-32,10.879717832072,9.29791619233919,9.91601498848393,32.1843638987934,30.1864968013092,43.238255754172,WBGene00018682,WBGene00018682,History: N.A.
WBGene00016573,C41H7.3,2.31919106877805,6.88225456753925e-31,5.73103148863349,5.15101948944457,4.85705602505425,28.5055924938517,29.1236098273165,20.962613988407,WBGene00016573,WBGene00016573,History: N.A.
WBGene00012404,Y6G8.2,-2.62247950659808,1.82455680952168e-30,9.5693783254292,10.3003031677722,6.69248944011968,1.80933949206867,1.14026726914028,1.37628820374255,WBGene00012404,WBGene00012404,History: N.A.
WBGene00018448,F45D11.1,-4.58893085615231,4.11611998130937e-30,10.2933857333376,13.5641456926835,7.96776935154608,0.367439859210524,0.810477394293121,0.160074979647052,WBGene00018448,WBGene00018448,History: N.A.
WBGene00004134,myrf-1,1.61118008666293,6.729512465107859e-30,28.2818718672794,26.9499535280256,33.5347476988602,77.3048279603591,83.5550924753053,110.251532711532,WBGene00004134,WBGene00004134,History: Renamed on 2014-12-09
WBGene00011831,T19B10.2,1.58708213279037,4.00771957709288e-29,31.8712773917592,23.9449178930931,28.3137563247679,79.2577626451426,78.1437717434818,95.1165268989702,WBGene00011831,WBGene00011831,History: Renamed on 2005-03-17
WBGene00001071,dpy-9,4.07175363006824,7.45405899406485e-29,5.30203477518029,3.19478961592517,5.95055053589667,67.6059523730325,66.8058433233347,108.21498288568,WBGene00001071,WBGene00001071,History: N.A.
WBGene00015795,C15F1.2,3.25040540598872,9.716696483897e-29,0.688914759638707,0.825098958339493,0.864457107327343,6.07740705818871,6.62331031612906,9.91592398525226,WBGene00015795,WBGene00015795,History: N.A.
WBGene00020550,T17H7.1,2.50975986442391,1.5191464445589e-28,1.96084821944274,1.58730402248552,1.487965451875,9.87099895027656,9.16079797333455,9.62166562694155,WBGene00020550,WBGene00020550,History: N.A.
WBGene00019212,zmp-2,1.7858588913488,1.52395367560805e-28,8.12961924352581,7.03083207228953,7.28390664566776,25.1756452230734,21.7155736389342,30.429061747854,WBGene00019212,WBGene00019212,History: N.A.
WBGene00008356,nspc-20,1.46718630912361,1.64039268833052e-28,65.9232772779699,59.0828625074993,69.8967508321226,183.821731124697,178.038877396082,176.828108252883,WBGene00008356,WBGene00008356,History: N.A.
WBGene00007989,fipr-22,-2.27822689698219,2.15114718832364e-28,86.6939579460029,78.6706843055564,52.136168399773,17.2261827774039,15.5506945954659,12.1695849473707,WBGene00007989,WBGene00007989,History: N.A.
WBGene00015660,catp-3,-2.41366642990951,4.22722564068871e-28,8.10583682528912,6.24884641403197,9.22914314890741,1.57431028844629,1.40398453224919,1.44933798979497,WBGene00015660,WBGene00015660,History: N.A.
WBGene00012648,Y39A1A.9,1.43264556437783,4.689414873148869e-28,32.4631826376328,27.7105331100361,38.2861026559319,86.1944046590778,84.8472783218764,94.6292025953123,WBGene00012648,WBGene00012648,History: N.A.
WBGene00004264,qua-1,3.40626017454902,6.07202209207826e-28,0.446492316225294,0.713917921965616,0.619011815487433,4.80805394993789,4.74602931281517,9.32745125993612,WBGene00004264,WBGene00004264,History: N.A.
WBGene00002827,let-653,2.04817661921619,1.17715935539716e-27,5.58453852161716,6.8746006794325,8.29935837238037,23.308395045514,25.6646201385051,36.844160233171,WBGene00002827,WBGene00002827,History: N.A.
WBGene00012186,mlt-11,4.64574554751254,1.20632649721187e-27,1.18011681355255,0.873268660372666,1.33172352384097,21.5053381153896,20.3392772727627,42.8665434764434,WBGene00012186,WBGene00012186,History: Renamed on 2005-03-17
WBGene00022146,Y71G12B.6,1.75137326077365,1.73063011274232e-27,22.1826752878097,22.8409978705683,25.7591185828337,69.1903866192863,68.8127103905637,100.166694229744,WBGene00022146,WBGene00022146,History: N.A.
WBGene00007938,C34F6.1,3.70532938127126,3.15334226248598e-27,0.464107297753672,0.299072388027418,0.313338477551788,3.90189649690426,3.96586563665151,6.10926818000839,WBGene00007938,WBGene00007938,History: N.A.
WBGene00006366,sym-1,3.17309395292922,8.90814273108298e-27,15.9127263506556,11.9558550614285,15.2546339104951,110.701073320295,102.554745720837,175.619979544001,WBGene00006366,WBGene00006366,History: N.A.
WBGene00001065,dpy-3,6.18925916006521,1.1897573886493099e-26,0.315662989067892,0.887626251250802,0.826637353321754,37.8859426114882,36.8202759729331,73.9942845565175,WBGene00001065,WBGene00001065,History: N.A.
