# Table S2.  Normalized siRNA reads (reads per million total) from mutator targets in each of the mutator mutants. Related to Figure 3.
Sequence ID,wild type...2,mut-2,mut-7,rde-2,mut-15,wild type...8,mut-16,control,mut-14 smut-1,Input,Suggested Match,History
2L52.1,27.7006081134617,0.775354158518987,1.7462216129849,4.5611598319939,1.43754757038426,29.6365066354367,0.499487418875216,26.0856767589044,1.17694936816127,2L52.1,WBGene00007063,Public name for WBGene00007063. History: N.A.
AC8.1,89.0561493943707,18.6580478767593,17.4915851194273,16.4681260874383,17.6334008494356,81.7052102577154,22.3946674059217,76.206471256438,21.5695768126606,AC8.1,WBGene00004054,Public name for WBGene00004054. History: Renamed on 2014-12-04
AC8.10,696.899842854502,30.1612767663886,113.989466403181,242.10749009454,238.393305422057,582.522450056446,1.74820596606325,634.83125836604,6.36424473153872,AC8.10,WBGene00043988,Public name for WBGene00043988. History: N.A.
AC8.11,103.271168422999,1.24056665363038,6.98488645193962,12.0504716548975,4.73653494344558,92.8825298538141,0.392454400544812,106.222650615825,1.07523769436956,AC8.11,WBGene00043989,Public name for WBGene00043989. History: N.A.
AC8.12,234.397696960093,1.08549582192658,4.65659096795974,8.10872859021138,3.0409660142744,206.8918085501,0.749231128312824,207.50607058303,1.48208438953641,AC8.12,WBGene00043990,Public name for WBGene00043990. History: N.A.
AC8.3,696.899842854502,30.1612767663886,113.989466403181,242.10749009454,238.393305422057,582.522450056446,1.74820596606325,634.83125836604,6.36424473153872,AC8.3,WBGene00007075,Public name for WBGene00007075. History: N.A.
AC8.4,103.271168422999,1.24056665363038,6.98488645193962,12.0504716548975,4.73653494344558,92.8825298538141,0.392454400544812,106.222650615825,1.07523769436956,AC8.4,WBGene00007076,Public name for WBGene00007076. History: N.A.
AC8.7,234.397696960093,1.08549582192658,4.65659096795974,8.10872859021138,3.0409660142744,206.8918085501,0.749231128312824,207.50607058303,1.48208438953641,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
AH9.1,27.2439941856655,0.155070831703797,0.388049247329979,1.85825030192344,0.884644658698009,28.025826926989,0.142710691107204,30.8264040481234,0.0906686920657571,AH9.1,WBGene00014998,Public name for WBGene00014998. History: N.A.
B0001.5,783.457795209043,19.3838539629747,15.3279452695342,14.5281387241287,20.3468271500542,504.303816714958,20.8357609016519,426.315155983706,17.9593755437942,B0001.5,WBGene00007090,Public name for WBGene00007090. History: N.A.
B0001.6,51.5840002112881,6.0477624364481,38.0288262383379,15.7106616435345,1.10580582337251,53.1542606966228,0.856264146643227,47.2309855313773,17.9593755437942,B0001.6,WBGene00007091,Sequence name for WBGene00007091(eri-12). History: N.A.
B0024.9,35.6961281462113,19.8490664580861,25.9992995711086,36.1514149646924,35.3857863479204,32.2135941689529,2.99692451325129,30.721314034323,4.62061603796647,B0024.9,WBGene00007099,Sequence name for WBGene00007099(trx-2). History: N.A.
B0035.16,14.2371840583155,2.95654320400347,2.91036935497484,8.7925003463304,12.3910595922599,11.4760929226895,2.00686909369506,14.8562249509195,1.52846753478347,B0035.16,WBGene00007114,Sequence name for WBGene00007114(mttu-1). History: N.A.
B0047.1,2461.56136995253,462.917535581606,465.740819802938,570.226099183382,1320.61742997066,2384.6547789151,10.0840505252971,2478.95072432928,52.321009865406,B0047.1,WBGene00015012,Sequence name for WBGene00015012(bath-20). History: N.A.
B0047.3,280.668545149618,54.1972556804772,114.377515650511,180.334745209389,487.383916651434,263.829336243724,6.457658772601,263.986114666657,13.6874852445422,B0047.3,WBGene00015014,Sequence name for WBGene00015014(bath-24). History: N.A.
B0047.4,47.9969694225696,1.23922404902688,3.26339337803283,7.6849607396455,5.124859481939,43.8707432955213,0.96329716497363,50.091527872031,0.502746273313333,B0047.4,WBGene00015015,Sequence name for WBGene00015015(math-1). History: N.A.
B0047.5,146.137472598579,36.5967162820962,63.6885827180327,94.8270760133052,156.195072551367,127.955080505262,1.74820596606325,133.405934185534,5.14370464603814,B0047.5,WBGene00015016,Sequence name for WBGene00015016(bath-14). History: N.A.
B0205.5,63.1388162586166,0.620283326815189,0.970123118324947,0.675727382517615,1.21638640570976,31.4082543147291,0.0713553455536022,31.2467641033251,0.0,B0205.5,WBGene00015020,Public name for WBGene00015020. History: N.A.
