gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid2 xf23 vs N2,BH adjusted p-values,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,xf23_new_rep1_RppH.robustRPKM,xf23_new_rep2_RppH.robustRPKM,xf23_new_rep3_RppH.robustRPKM,xf23_sensorOFF_rep1_RppH.robustRPKM,xf23_sensorOFF_rep2_RppH.robustRPKM,xf23_sensorOFF_rep3_RppH.robustRPKM,xf23_sensorON_rep1_RppH.robustRPKM,xf23_sensorON_rep2_RppH.robustRPKM,xf23_sensorON_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,Input,Suggested Match,History
WBGene00007060,wht-6,III,6471720.0,6475246.0,+,820.805887304527,4.60684847635987,0.0,26.3773614138276,21.534298666566,39.7389293002586,24.0712096328226,21.613559368542,20.0281217250707,637.471557002526,604.409612282489,602.098810463888,696.030091929722,723.228312663314,665.985368595084,661.90758457903,497.762364013646,658.155018180775,24.013435820302,27.7970545421355,26.9571988232375,28.323144452105,WBGene00007060,WBGene00007060,History: Renamed on 2007-06-04
WBGene00011696,eea-1,V,13491068.0,13497372.0,-,9451.42573276312,5.89327634407282,0.0,57.7510795615827,53.1833656238068,44.2718855875037,51.910627946397,57.0713932114799,45.4899707233564,3149.38134363306,3123.63268916457,3050.81210797492,4394.18897205128,4419.27914790791,4198.11114627341,4013.21389557391,3138.06428919259,3991.69245314215,92.1563541246143,76.1503775934636,87.8488945147333,66.9626201393334,WBGene00011696,WBGene00011696,History: N.A.
WBGene00003252,mig-21,III,5877020.0,5878419.0,-,607.730301881013,6.24596890077976,3.5224164770622e-287,16.9019136838438,9.01869771909265,17.5895303665595,14.2816599816593,9.30738956054887,13.5032504933875,815.994586737064,723.024510811164,740.374113383203,1103.33028433838,979.413656331926,935.412206779657,886.547031427749,765.029426382657,858.50785019615,9.2917710466498,6.41364751738687,6.2584993184384,6.90590557606384,WBGene00003252,WBGene00003252,History: N.A.
WBGene00009270,F30F8.1,I,7832692.0,7835453.0,-,715.250126325446,2.61077047367926,7.52020367598653e-212,76.2896987853759,66.2309915963486,63.3946936844102,63.9749062762482,65.9840688672118,64.3002790132091,396.354029412009,406.937146996067,399.758715115445,472.804616925335,309.333293857028,368.727552425087,475.985270999351,412.681449590178,464.410674721414,69.9539920739112,67.6862917188348,70.6765711593494,68.8891010653523,WBGene00009270,WBGene00009270,History: N.A.
WBGene00007976,C36B1.9,I,8743849.0,8746925.0,-,1318.14684413201,4.85497051669896,3.70407302581738e-206,17.7931476509315,27.2927743249324,36.1271488947207,29.1049651418823,26.6214322640489,27.8082939938491,1121.19492106379,1069.2307422373,1072.06171617888,1116.64497064801,1037.74935046182,925.231389309665,863.373828589126,745.154726296777,909.07389492039,50.8280524631848,43.2408794315082,50.3461500727711,40.3693662548633,WBGene00007976,WBGene00007976,History: N.A.
WBGene00012126,T28D6.6,III,11326654.0,11343108.0,-,239.187273450203,3.10479199934241,1.90951632992473e-192,37.7684737873547,34.6416955348792,32.0693894174151,32.4683535621685,29.2980436601625,31.1709817186487,267.11345341884,260.82473507929,260.5705560157,312.164803325594,214.586575743825,241.41275259352,295.696071082552,291.22801756276,268.326721233061,42.2483812034144,24.8357323809922,23.7137663386241,24.4559134421913,WBGene00012126,WBGene00012126,History: N.A.
WBGene00007108,gspd-1,IV,11317419.0,11319951.0,+,588.09912043734,2.65939268082633,1.74376863542001e-187,70.1259914447159,74.7702831488869,64.0506400533193,59.3730754749272,74.9156852788798,63.1961408993454,441.215914202114,438.235541542213,436.00504252189,490.469377319478,378.126252703517,438.965878297086,502.65199509959,434.585390240221,478.589209482145,83.2713079288987,84.96258365767,97.374359023268,57.1619019825507,WBGene00007108,WBGene00007108,History: N.A.
WBGene00022198,Y71H2B.11,III,2604236.0,2606541.0,+,2214.47560397719,2.42229127445898,1.7857303413382898e-187,691.000208306633,572.459787414116,639.272496099088,586.636632592014,504.353488757644,501.063202866582,3306.95435153509,3015.91354320037,3429.99211811338,2970.93768319449,2799.32734553311,2639.59974172211,3029.56302240717,2463.33632125865,3004.06483428001,513.867374220143,511.818102543994,483.819265586384,502.0409007243,WBGene00022198,WBGene00022198,History: N.A.
WBGene00013925,ZK20.4,II,11649096.0,11651213.0,-,334.750831628503,2.81196272993643,8.83650481997641e-186,60.7257813835899,62.1098596653573,73.0512201915308,83.8006736283299,67.532309787477,69.0095531097357,491.917355550948,591.71535160294,476.252907003485,510.910944178131,400.293852969542,424.927421853592,580.731372998941,467.319377019312,502.768111890239,81.3424715025016,74.78995690443,71.5705074563903,68.2172574665627,WBGene00013925,WBGene00013925,History: N.A.
WBGene00010295,fbxa-193,V,17653482.0,17655281.0,-,2410.34407837217,3.72493200364067,2.69727670271405e-177,306.775161548022,238.730920339002,294.56562299837,293.871462443659,224.424531160417,204.9744491633,3134.7783219129,2870.30903133965,3029.04840483134,3430.12234650342,3591.46124019799,3110.84921290452,2844.77046480437,2338.67496289973,2805.82171319701,165.42398945347,181.148979911146,183.7482440102,173.097506417121,WBGene00010295,WBGene00010295,History: N.A.
WBGene00017441,F13H8.8,II,6265612.0,6268083.0,-,1570.22924308498,6.24582245193521,4.66501990894277e-171,44.5251140343345,19.7277664435788,19.9641385265702,19.9399341473462,14.7112068833321,21.3431607555884,1455.4768570814,1329.13588006347,1375.02154622094,1906.89080595162,1778.34410166874,1768.0753340046,1274.38529370553,1060.24841259091,1335.29911499871,6.11938347887306,18.7058699922331,10.9912759406899,12.9620790469831,WBGene00017441,WBGene00017441,History: N.A.
WBGene00021355,Y37E3.17,I,2128590.0,2145971.0,+,334.553862770163,2.1232977368898,6.86342698601534e-165,36.4374262529986,37.8817939514594,36.4056621571249,38.2622657905107,33.3958977844364,34.2387705682114,142.470869469595,164.597363097706,144.26491293569,172.179238897035,135.790247630284,161.547655304132,155.73086141061,149.649885219671,153.899474867074,38.5260568683119,34.7019097109714,40.7537668540603,26.8440459589398,WBGene00021355,WBGene00021355,History: N.A.
WBGene00012234,W04A4.5,I,13663462.0,13674997.0,+,316.604791182571,2.55225697240046,1.35085314613223e-162,23.7661782762966,19.5244889138574,20.8946311358641,21.8705749566374,21.9735327451219,19.4722901768217,141.855982765597,121.687393016611,111.016966789969,132.252387591137,98.2247642778247,111.966241345058,142.290472405277,107.779570682887,137.918898703287,22.5295421594092,21.0464968389925,20.6324557436885,19.1681483736094,WBGene00012234,WBGene00012234,History: N.A.
WBGene00016631,C44B7.11,II,6894179.0,6897540.0,-,1008.67978891751,7.22257712640796,2.6665335966416108e-149,4.55619683783961,5.55232750733255,4.30085105889532,4.3766864875011,3.80306175200699,2.68979034166695,282.932494287464,281.517354298137,281.487104049613,787.339159578783,566.62003350954,701.395269534681,706.218512010987,620.353634548714,770.156506831673,3.55938742739389,3.50981164216787,0.799145239250336,2.51316500276016,WBGene00016631,WBGene00016631,History: N.A.
WBGene00019122,F59E12.6,II,5627244.0,5630048.0,-,1018.23655002138,3.66080752657506,2.12514852130989e-148,50.6192992547128,45.6187847139006,41.0832198622275,41.9942673467925,46.8292737564511,34.411352069611,755.807974387244,715.173114524926,670.340936588609,736.140087943711,575.469855936959,644.883847672431,671.344658254086,512.740588337491,681.524270878119,77.4118578805273,62.4139857748593,81.7897744864513,55.165595363884,WBGene00019122,WBGene00019122,History: N.A.
WBGene00004889,smp-1,I,14807467.0,14815725.0,+,535.404624973669,2.7857389483025,5.34549766271044e-144,46.9490275015654,41.6262087605911,44.7184470809604,46.4751851126921,44.9587224796798,43.7132303837908,255.74009189888,252.193265051058,236.068993784024,334.266458246551,255.553864974612,260.744498628737,329.604575422683,287.80556488599,335.905690626718,45.6707042283556,33.3877166007393,28.2865611021422,31.749112755879,WBGene00004889,WBGene00004889,History: N.A.
WBGene00010083,xhd-1,IV,14401114.0,14412894.0,-,1074.83292068761,9.28024673013651,4.22369303947153e-140,1.47256143286437,0.505121491641806,0.489085950740804,0.746564752831866,0.162179303052645,0.0,356.611158870878,371.931101780699,345.904389471073,612.394398448871,615.778257499104,558.271055326725,290.71725395105,211.169700162684,290.274435512362,1.94288584484461,0.239478122877158,0.0,1.17325601591901,WBGene00010083,WBGene00010083,History: N.A.
WBGene00022017,Y61A9LA.5,V,4556055.0,4557114.0,+,263.483891569472,3.91345745682042,5.22667307234368e-135,19.453039209752,28.4473165360623,29.3805126553452,51.388165705091,31.4600980868914,36.2196223776248,517.138169032493,497.008336465139,563.074583610518,613.544690043832,717.619345443411,645.885471979943,595.639861443862,472.624902847381,588.537831603001,51.6700834527857,49.4518717143095,58.0042241049246,47.4385790866602,WBGene00022017,WBGene00022017,History: N.A.
WBGene00008665,ercc-1,I,10030174.0,10046760.0,+,340.872248166205,1.80884239657781,4.16546133571129e-134,141.263901957898,124.927368914982,131.078210681332,138.984663515021,121.789811362212,120.61734661496,482.916476073656,449.936352207402,507.967554236543,456.648753536025,404.686973747815,442.348274911135,424.583671657617,365.545526679442,432.95064076508,126.681834347701,114.148646816869,117.692298871413,114.445205329042,WBGene00008665,WBGene00008665,History: N.A.
WBGene00002048,ida-1,III,5755496.0,5765815.0,+,464.38765543677,4.75081377638046,1.36007369067007e-132,8.52049883391139,7.04110199277759,15.7447411153407,12.2523950244476,11.5167015527035,12.6984916375492,309.73296337419,333.080701561749,312.6252891962,326.354933412905,206.737491797307,234.833159969082,242.275380712988,199.548336630175,231.795940198171,9.96439222458047,6.80234288263678,8.60454520803153,5.12710376759954,WBGene00002048,WBGene00002048,History: N.A.
WBGene00018664,bath-11,II,1913605.0,1916376.0,-,2328.93800769802,2.01709699791126,8.49924515983445e-131,867.448647960218,690.886206878312,886.757291052235,768.779902051685,671.667163261064,645.620218460076,2969.11372463723,2689.76549239315,2744.33006282398,3605.95050206034,3326.6492917585,3190.07369060001,3356.23283310307,2831.92741358556,3251.06572065414,733.880971393577,838.884866701327,894.95185600137,695.193747264715,WBGene00018664,WBGene00018664,History: N.A.
WBGene00001854,hil-3,X,8159153.0,8160084.0,+,583.359674719182,-2.64326282557516,3.6730575492458396e-126,711.614892659349,688.026444537474,831.398155721437,882.843040347656,810.623750756948,673.531664586982,145.807509697992,147.059072911008,124.915971062747,110.277313759112,104.982150189754,111.410841098019,168.855758397639,114.36023698657,150.040487426746,911.284353303997,824.843755533851,1043.663635488,855.166870650551,WBGene00001854,WBGene00001854,History: Renamed on 2010-11-12
WBGene00012204,mfn-1,II,11470010.0,11472033.0,-,530.445691090955,2.33812682404961,1.24212284927516e-124,109.416219255815,95.2535453603481,93.9347206673373,97.4839311809885,100.230149363714,92.6180844367506,666.400509550819,585.625955158923,557.343297813247,550.341434374644,408.433204932506,452.293334591944,477.894590524564,475.792162767066,506.895403833133,140.08673767448,107.017128663766,107.143980704067,100.111926371543,WBGene00012204,WBGene00012204,History: N.A.
WBGene00010043,F54C9.7,II,8573355.0,8575045.0,+,165.223091609596,5.61602101558915,3.10838592432076e-122,4.42681646251785,4.55549103392308,10.9641696064211,2.88555957955014,4.38789305049876,3.27394158939211,205.462201615022,207.482447284424,219.710322647125,321.647536393196,271.212026141376,295.567641085759,232.699788373486,188.399096252365,186.375639894339,1.87736992682078,3.70244316485429,6.32253977658056,3.48828532818853,WBGene00010043,WBGene00010043,History: N.A.
WBGene00021402,Y38C1AA.12,IV,192256.0,194745.0,+,1130.20644836523,1.94228647180808,1.4928819531555702e-117,213.031633347036,191.14780272907,217.626846626664,228.512840810444,147.440512185337,195.097101081262,679.881039090513,642.706120037162,740.394464513313,937.268375116876,754.346509901276,786.450973646294,803.338107781856,753.062637150502,722.304218589814,181.957294171799,199.662745575825,206.754118220781,189.453781355176,WBGene00021402,WBGene00021402,History: N.A.
WBGene00016383,zgpa-1,IV,7811157.0,7812809.0,-,172.684157552769,2.61911896208125,8.03417859000387e-117,28.6557315654057,22.1165022294257,20.675966391419,31.109939217025,26.4448911525595,24.725079711555,141.671178998212,159.890278785297,159.231550322717,169.805417379607,169.037966431605,177.249520677529,177.491869547172,136.841396289533,205.674437589669,32.2672956172321,33.2641378092378,29.6369052027214,29.7049297478554,WBGene00016383,WBGene00016383,History: N.A.
WBGene00011757,cht-2,II,8520905.0,8523490.0,+,663.198381408351,4.40947958307562,1.07633392670616e-116,14.2282458678243,24.1054341244836,46.4729021004064,29.7688407874979,14.4471210697892,19.1634491534948,524.936598542533,491.826336418795,492.524525043895,612.957782532798,610.975750032357,518.559293804343,501.471699450045,389.423639184193,410.781735617732,24.7249331863073,17.2695632561797,23.1299311207218,22.7789127416293,WBGene00011757,WBGene00011757,History: N.A.
WBGene00003373,mlh-1,III,13509301.0,13514570.0,-,490.871953626197,2.31488310362445,1.76678813087307e-115,67.866743386532,47.0591871251296,51.0214715270879,48.9086276636691,47.9262770756215,50.7666678189444,241.369919832807,277.262206568727,245.020532015497,334.426986221641,246.716891022879,255.649463668079,291.858569206408,255.052695387246,274.239171939629,73.4981478420088,47.7478745767413,70.8599412977949,48.1993152673865,WBGene00003373,WBGene00003373,History: N.A.
