# Note: In the following rows commas have been replaced with semicolons to work better with r
# In order to determine H3K9me2 marked genes; we employed published H3K9me2 ChIP-seq dataset SRX495107 (Gerstein et al.; 2010)
# and performed peak calling analysis using MACS (Lupien et al.; 2008). We then defined H3K9me2 marked genes as genes for which
# a significant H3K9me2 peak (FDR Qvalue < 0.1) overlaps the 1;000 bp centered around their TSS.
WBGene Name,Input,Suggested Match,History
WBGene00005920,WBGene00005920,WBGene00005920,History: N.A.
WBGene00005922,WBGene00005922,WBGene00005922,History: N.A.
WBGene00005923,WBGene00005923,WBGene00005923,History: N.A.
WBGene00005930,WBGene00005930,WBGene00005930,History: N.A.
WBGene00005934,WBGene00005934,WBGene00005934,History: N.A.
WBGene00005935,WBGene00005935,WBGene00005935,History: N.A.
WBGene00005944,WBGene00005944,WBGene00005944,History: N.A.
WBGene00005945,WBGene00005945,WBGene00005945,History: N.A.
WBGene00005958,WBGene00005958,WBGene00005958,History: N.A.
WBGene00005959,WBGene00005959,WBGene00005959,History: N.A.
WBGene00005984,WBGene00005984,WBGene00005984,History: N.A.
WBGene00005989,WBGene00005989,WBGene00005989,History: N.A.
WBGene00005992,WBGene00005992,WBGene00005992,History: N.A.
WBGene00005999,WBGene00005999,WBGene00005999,History: N.A.
WBGene00006001,WBGene00006001,WBGene00006001,History: N.A.
WBGene00006038,WBGene00006038,WBGene00006038,History: N.A.
WBGene00006044,WBGene00006044,WBGene00006044,History: N.A.
WBGene00006047,WBGene00006047,WBGene00006047,History: N.A.
WBGene00006048,WBGene00006048,WBGene00006048,History: N.A.
WBGene00006049,WBGene00006049,WBGene00006049,History: N.A.
WBGene00006050,WBGene00006050,WBGene00006050,History: N.A.
WBGene00006051,WBGene00006051,WBGene00006051,History: N.A.
WBGene00006052,WBGene00006052,WBGene00006052,History: N.A.
WBGene00006053,WBGene00006053,WBGene00006053,History: N.A.
WBGene00006055,WBGene00006055,WBGene00006055,History: N.A.
WBGene00006056,WBGene00006056,WBGene00006056,History: N.A.
WBGene00006061,WBGene00006061,WBGene00006061,History: N.A.
WBGene00006074,WBGene00006074,WBGene00006074,History: N.A.
WBGene00006075,WBGene00006075,WBGene00006075,History: N.A.
WBGene00006076,WBGene00006076,WBGene00006076,History: N.A.
WBGene00006077,WBGene00006077,WBGene00006077,History: N.A.
WBGene00006080,WBGene00006080,WBGene00006080,History: N.A.
WBGene00006082,WBGene00006082,WBGene00006082,History: N.A.
WBGene00006084,WBGene00006084,WBGene00006084,History: N.A.
WBGene00006093,WBGene00006093,WBGene00006093,History: N.A.
WBGene00006099,WBGene00006099,WBGene00006099,History: N.A.
WBGene00006104,WBGene00006104,WBGene00006104,History: N.A.
WBGene00006109,WBGene00006109,WBGene00006109,History: N.A.
WBGene00006111,WBGene00006111,WBGene00006111,History: N.A.
WBGene00006125,WBGene00006125,WBGene00006125,History: N.A.
WBGene00006126,WBGene00006126,WBGene00006126,History: N.A.
WBGene00006130,WBGene00006130,WBGene00006130,History: N.A.
WBGene00006131,WBGene00006131,WBGene00006131,History: N.A.
WBGene00006133,WBGene00006133,WBGene00006133,History: N.A.
WBGene00006136,WBGene00006136,WBGene00006136,History: N.A.
WBGene00006137,WBGene00006137,WBGene00006137,History: N.A.
WBGene00006147,WBGene00006147,WBGene00006147,History: N.A.
WBGene00006148,WBGene00006148,WBGene00006148,History: N.A.
WBGene00006150,WBGene00006150,WBGene00006150,History: N.A.
WBGene00006151,WBGene00006151,WBGene00006151,History: N.A.
WBGene00006153,WBGene00006153,WBGene00006153,History: N.A.
WBGene00006157,WBGene00006157,WBGene00006157,History: N.A.
WBGene00006161,WBGene00006161,WBGene00006161,History: N.A.
WBGene00006164,WBGene00006164,WBGene00006164,History: N.A.
WBGene00006170,WBGene00006170,WBGene00006170,History: N.A.
WBGene00006171,WBGene00006171,WBGene00006171,History: N.A.
WBGene00006182,WBGene00006182,WBGene00006182,History: N.A.
WBGene00006187,WBGene00006187,WBGene00006187,History: N.A.
WBGene00006195,WBGene00006195,WBGene00006195,History: N.A.
WBGene00006200,WBGene00006200,WBGene00006200,History: N.A.
WBGene00006228,WBGene00006228,WBGene00006228,History: N.A.
WBGene00006235,WBGene00006235,WBGene00006235,History: N.A.
WBGene00006241,WBGene00006241,WBGene00006241,History: N.A.
WBGene00006242,WBGene00006242,WBGene00006242,History: N.A.
WBGene00006249,WBGene00006249,WBGene00006249,History: N.A.
WBGene00006255,WBGene00006255,WBGene00006255,History: N.A.
WBGene00006257,WBGene00006257,WBGene00006257,History: N.A.
WBGene00006259,WBGene00006259,WBGene00006259,History: N.A.
WBGene00006263,WBGene00006263,WBGene00006263,History: N.A.
WBGene00006266,WBGene00006266,WBGene00006266,History: N.A.
WBGene00006272,WBGene00006272,WBGene00006272,History: N.A.
WBGene00006279,WBGene00006279,WBGene00006279,History: N.A.
WBGene00006282,WBGene00006282,WBGene00006282,History: N.A.
WBGene00006306,WBGene00006306,WBGene00006306,History: N.A.
WBGene00006318,WBGene00006318,WBGene00006318,History: N.A.
WBGene00006331,WBGene00006331,WBGene00006331,History: Renamed on 2010-10-07
WBGene00006349,WBGene00006349,WBGene00006349,History: N.A.
WBGene00006353,WBGene00006353,WBGene00006353,History: N.A.
WBGene00006363,WBGene00006363,WBGene00006363,History: N.A.
WBGene00006364,WBGene00006364,WBGene00006364,History: Renamed on 2008-01-14
WBGene00006366,WBGene00006366,WBGene00006366,History: N.A.
WBGene00006367,WBGene00006367,WBGene00006367,History: N.A.
WBGene00006379,WBGene00006379,WBGene00006379,History: N.A.
WBGene00006380,WBGene00006380,WBGene00006380,History: N.A.
WBGene00006384,WBGene00006384,WBGene00006384,History: N.A.
WBGene00006387,WBGene00006387,WBGene00006387,History: N.A.
WBGene00006396,WBGene00006396,WBGene00006396,History: N.A.
WBGene00006404,WBGene00006404,WBGene00006404,History: N.A.
WBGene00006406,WBGene00006406,WBGene00006406,History: N.A.
WBGene00006407,WBGene00006407,WBGene00006407,History: Renamed on 2007-02-02
WBGene00006411,WBGene00006411,WBGene00006411,History: Renamed on 2009-12-11
WBGene00006412,WBGene00006412,WBGene00006412,History: Renamed on 2019-05-20
WBGene00006414,WBGene00006414,WBGene00006414,History: Renamed on 2007-07-20
WBGene00006416,WBGene00006416,WBGene00006416,History: Renamed on 2008-09-10
WBGene00006418,WBGene00006418,WBGene00006418,History: Renamed on 2018-06-11
WBGene00006419,WBGene00006419,WBGene00006419,History: Renamed on 2008-07-18
WBGene00006424,WBGene00006424,WBGene00006424,History: Renamed on 2006-10-16
WBGene00006437,WBGene00006437,WBGene00006437,History: Renamed on 2008-07-18
WBGene00006438,WBGene00006438,WBGene00006438,History: Renamed on 2012-02-07; Renamed on 2012-07-20
WBGene00006449,WBGene00006449,WBGene00006449,History: Renamed on 2013-12-23
WBGene00006461,WBGene00006461,WBGene00006461,History: N.A.
WBGene00006464,WBGene00006464,WBGene00006464,History: N.A.
WBGene00006475,WBGene00006475,WBGene00006475,History: Renamed on 2006-11-03
WBGene00006476,WBGene00006476,WBGene00006476,History: N.A.
WBGene00006492,WBGene00006492,WBGene00006492,History: Renamed on 2015-03-03
WBGene00006493,WBGene00006493,WBGene00006493,History: Renamed on 2017-10-11
WBGene00006494,WBGene00006494,WBGene00006494,History: Renamed on 2007-08-01; Renamed on 2016-11-29
WBGene00006495,WBGene00006495,WBGene00006495,History: Renamed on 2009-04-22
WBGene00006496,WBGene00006496,WBGene00006496,History: Renamed on 2008-07-18
WBGene00006509,WBGene00006509,WBGene00006509,History: N.A.
WBGene00006513,WBGene00006513,WBGene00006513,History: N.A.
WBGene00006517,WBGene00006517,WBGene00006517,History: Renamed on 2014-04-28
WBGene00006529,WBGene00006529,WBGene00006529,History: N.A.
WBGene00006533,WBGene00006533,WBGene00006533,History: N.A.
WBGene00006535,WBGene00006535,WBGene00006535,History: N.A.
WBGene00006537,WBGene00006537,WBGene00006537,History: N.A.
WBGene00006541,WBGene00006541,WBGene00006541,History: N.A.
WBGene00006545,WBGene00006545,WBGene00006545,History: N.A.
WBGene00006550,WBGene00006550,WBGene00006550,History: N.A.
WBGene00006552,WBGene00006552,WBGene00006552,History: N.A.
WBGene00006553,WBGene00006553,WBGene00006553,History: N.A.
WBGene00006557,WBGene00006557,WBGene00006557,History: N.A.
WBGene00006560,WBGene00006560,WBGene00006560,History: N.A.
WBGene00006571,WBGene00006571,WBGene00006571,History: N.A.
WBGene00006575,WBGene00006575,WBGene00006575,History: Renamed on 2005-11-09
WBGene00006580,WBGene00006580,WBGene00006580,History: Renamed on 2005-08-16
WBGene00006583,WBGene00006583,WBGene00006583,History: N.A.
WBGene00006585,WBGene00006585,WBGene00006585,History: N.A.
WBGene00006587,WBGene00006587,WBGene00006587,History: N.A.
WBGene00006588,WBGene00006588,WBGene00006588,History: Renamed on 2008-09-04
WBGene00006589,WBGene00006589,WBGene00006589,History: N.A.
WBGene00006591,WBGene00006591,WBGene00006591,History: N.A.
WBGene00006593,WBGene00006593,WBGene00006593,History: N.A.
WBGene00006596,WBGene00006596,WBGene00006596,History: N.A.
WBGene00006599,WBGene00006599,WBGene00006599,History: Renamed on 2011-03-29
WBGene00006601,WBGene00006601,WBGene00006601,History: N.A.
WBGene00006603,WBGene00006603,WBGene00006603,History: N.A.
WBGene00006604,WBGene00006604,WBGene00006604,History: N.A.
WBGene00006606,WBGene00006606,WBGene00006606,History: N.A.
WBGene00006610,WBGene00006610,WBGene00006610,History: N.A.
WBGene00006611,WBGene00006611,WBGene00006611,History: N.A.
WBGene00006614,WBGene00006614,WBGene00006614,History: N.A.
WBGene00006617,WBGene00006617,WBGene00006617,History: Renamed on 2010-01-29
WBGene00006629,WBGene00006629,WBGene00006629,History: N.A.
WBGene00006632,WBGene00006632,WBGene00006632,History: N.A.
WBGene00006634,WBGene00006634,WBGene00006634,History: N.A.
WBGene00006639,WBGene00006639,WBGene00006639,History: N.A.
WBGene00006647,WBGene00006647,WBGene00006647,History: N.A.
WBGene00006652,WBGene00006652,WBGene00006652,History: N.A.
WBGene00006657,WBGene00006657,WBGene00006657,History: N.A.
WBGene00006671,WBGene00006671,WBGene00006671,History: N.A.
WBGene00006676,WBGene00006676,WBGene00006676,History: N.A.
WBGene00006691,WBGene00006691,WBGene00006691,History: N.A.
WBGene00006692,WBGene00006692,WBGene00006692,History: N.A.
WBGene00006695,WBGene00006695,WBGene00006695,History: N.A.
WBGene00006697,WBGene00006697,WBGene00006697,History: N.A.
WBGene00006698,WBGene00006698,WBGene00006698,History: N.A.
WBGene00006700,WBGene00006700,WBGene00006700,History: N.A.
WBGene00006702,WBGene00006702,WBGene00006702,History: N.A.
WBGene00006705,WBGene00006705,WBGene00006705,History: N.A.
WBGene00006707,WBGene00006707,WBGene00006707,History: N.A.
WBGene00006714,WBGene00006714,WBGene00006714,History: N.A.
WBGene00006725,WBGene00006725,WBGene00006725,History: N.A.
WBGene00006730,WBGene00006730,WBGene00006730,History: N.A.
WBGene00006731,WBGene00006731,WBGene00006731,History: N.A.
WBGene00006738,WBGene00006738,WBGene00006738,History: N.A.
WBGene00006739,WBGene00006739,WBGene00006739,History: N.A.
WBGene00006742,WBGene00006742,WBGene00006742,History: N.A.
WBGene00006745,WBGene00006745,WBGene00006745,History: N.A.
WBGene00006747,WBGene00006747,WBGene00006747,History: Renamed on 2005-08-23
WBGene00006750,WBGene00006750,WBGene00006750,History: N.A.
WBGene00006751,WBGene00006751,WBGene00006751,History: Renamed on 2015-03-05
WBGene00006754,WBGene00006754,WBGene00006754,History: N.A.
WBGene00006759,WBGene00006759,WBGene00006759,"History: Split into ZK617.26(WBGene00303099). History of WBGene00006759: Split into ""WBGene00303099"" on 2018-03-02"
WBGene00006762,WBGene00006762,WBGene00006762,History: N.A.
WBGene00006764,WBGene00006764,WBGene00006764,History: N.A.
WBGene00006767,WBGene00006767,WBGene00006767,History: N.A.
WBGene00006768,WBGene00006768,WBGene00006768,History: N.A.
WBGene00006769,WBGene00006769,WBGene00006769,History: N.A.
WBGene00006770,WBGene00006770,WBGene00006770,"History: Split into Y50D4C.12(WBGene00303091). History of WBGene00006770: Split into ""WBGene00303091"" on 2018-03-02"
WBGene00006771,WBGene00006771,WBGene00006771,History: Renamed on 2011-08-12
WBGene00006772,WBGene00006772,WBGene00006772,History: N.A.
WBGene00006778,WBGene00006778,WBGene00006778,History: N.A.
WBGene00006779,WBGene00006779,WBGene00006779,History: N.A.
WBGene00006780,WBGene00006780,WBGene00006780,History: N.A.
WBGene00006783,WBGene00006783,WBGene00006783,History: N.A.
WBGene00006784,WBGene00006784,WBGene00006784,History: N.A.
WBGene00006787,WBGene00006787,WBGene00006787,History: N.A.
WBGene00006788,WBGene00006788,WBGene00006788,History: N.A.
WBGene00006789,WBGene00006789,WBGene00006789,History: N.A.
WBGene00006791,WBGene00006791,WBGene00006791,History: N.A.
WBGene00006794,WBGene00006794,WBGene00006794,"History: Split into F53E2.2(WBGene00302980). History of WBGene00006794: Split into ""WBGene00302980"" on 2018-03-06"
WBGene00006796,WBGene00006796,WBGene00006796,History: N.A.
WBGene00006797,WBGene00006797,WBGene00006797,History: N.A.
WBGene00006803,WBGene00006803,WBGene00006803,History: N.A.
WBGene00006805,WBGene00006805,WBGene00006805,History: Renamed on 2015-03-04
WBGene00006807,WBGene00006807,WBGene00006807,History: N.A.
WBGene00006811,WBGene00006811,WBGene00006811,History: N.A.
WBGene00006812,WBGene00006812,WBGene00006812,History: N.A.
WBGene00006819,WBGene00006819,WBGene00006819,History: N.A.
WBGene00006820,WBGene00006820,WBGene00006820,History: N.A.
WBGene00006822,WBGene00006822,WBGene00006822,History: N.A.
WBGene00006824,WBGene00006824,WBGene00006824,History: N.A.
WBGene00006827,WBGene00006827,WBGene00006827,"History: Split into F08C6.18(WBGene00303053). History of WBGene00006827: Split into ""WBGene00303053"" on 2018-03-02"
WBGene00006829,WBGene00006829,WBGene00006829,History: N.A.
WBGene00006830,WBGene00006830,WBGene00006830,History: N.A.
WBGene00006832,WBGene00006832,WBGene00006832,History: N.A.
WBGene00006839,WBGene00006839,WBGene00006839,History: N.A.
WBGene00006843,WBGene00006843,WBGene00006843,History: N.A.
WBGene00006844,WBGene00006844,WBGene00006844,History: N.A.
WBGene00006845,WBGene00006845,WBGene00006845,History: N.A.
WBGene00006853,WBGene00006853,WBGene00006853,History: N.A.
WBGene00006861,WBGene00006861,WBGene00006861,History: N.A.
WBGene00006868,WBGene00006868,WBGene00006868,History: N.A.
WBGene00006869,WBGene00006869,WBGene00006869,History: N.A.
WBGene00006870,WBGene00006870,WBGene00006870,History: Renamed on 2013-10-08
WBGene00006876,WBGene00006876,WBGene00006876,History: Renamed on 2011-07-12
WBGene00006882,WBGene00006882,WBGene00006882,History: N.A.
WBGene00006888,WBGene00006888,WBGene00006888,History: N.A.
WBGene00006894,WBGene00006894,WBGene00006894,History: N.A.
WBGene00006902,WBGene00006902,WBGene00006902,History: N.A.
WBGene00006918,WBGene00006918,WBGene00006918,History: N.A.
WBGene00006921,WBGene00006921,WBGene00006921,History: N.A.
WBGene00006924,WBGene00006924,WBGene00006924,History: N.A.
WBGene00006925,WBGene00006925,WBGene00006925,History: N.A.
WBGene00006926,WBGene00006926,WBGene00006926,History: N.A.
WBGene00006927,WBGene00006927,WBGene00006927,History: N.A.
WBGene00006928,WBGene00006928,WBGene00006928,History: N.A.
WBGene00006936,WBGene00006936,WBGene00006936,History: Renamed on 2010-01-29; Renamed on 2015-10-07
WBGene00006942,WBGene00006942,WBGene00006942,History: N.A.
WBGene00006943,WBGene00006943,WBGene00006943,History: N.A.
WBGene00006945,WBGene00006945,WBGene00006945,History: Renamed on 2010-01-29
WBGene00006948,WBGene00006948,WBGene00006948,History: N.A.
WBGene00006951,WBGene00006951,WBGene00006951,History: N.A.
WBGene00006952,WBGene00006952,WBGene00006952,History: N.A.
WBGene00006953,WBGene00006953,WBGene00006953,History: N.A.
WBGene00006954,WBGene00006954,WBGene00006954,History: N.A.
WBGene00006955,WBGene00006955,WBGene00006955,History: N.A.
WBGene00006958,WBGene00006958,WBGene00006958,History: N.A.
WBGene00006970,WBGene00006970,WBGene00006970,History: Renamed on 2011-09-30
WBGene00006975,WBGene00006975,WBGene00006975,History: N.A.
WBGene00006979,WBGene00006979,WBGene00006979,History: N.A.
WBGene00006981,WBGene00006981,WBGene00006981,History: N.A.
WBGene00006985,WBGene00006985,WBGene00006985,History: N.A.
WBGene00006986,WBGene00006986,WBGene00006986,History: N.A.
WBGene00006993,WBGene00006993,WBGene00006993,History: N.A.
WBGene00006999,WBGene00006999,WBGene00006999,History: N.A.
WBGene00007000,WBGene00007000,WBGene00007000,History: N.A.
WBGene00007009,WBGene00007009,WBGene00007009,History: N.A.
WBGene00007013,WBGene00007013,WBGene00007013,History: N.A.
WBGene00007017,WBGene00007017,WBGene00007017,History: N.A.
WBGene00007020,WBGene00007020,WBGene00007020,History: N.A.
WBGene00007024,WBGene00007024,WBGene00007024,History: N.A.
WBGene00007027,WBGene00007027,WBGene00007027,History: N.A.
WBGene00007041,WBGene00007041,WBGene00007041,History: N.A.
WBGene00007042,WBGene00007042,WBGene00007042,History: Renamed on 2007-08-01
WBGene00007044,WBGene00007044,WBGene00007044,History: Renamed on 2009-04-21
WBGene00007047,WBGene00007047,WBGene00007047,History: Renamed on 2007-08-01
WBGene00007049,WBGene00007049,WBGene00007049,History: N.A.
WBGene00007053,WBGene00007053,WBGene00007053,History: N.A.
WBGene00007054,WBGene00007054,WBGene00007054,History: Renamed on 2007-02-02
WBGene00007058,WBGene00007058,WBGene00007058,History: Renamed on 2006-06-16
WBGene00007059,WBGene00007059,WBGene00007059,History: N.A.
WBGene00007062,WBGene00007062,WBGene00007062,History: Renamed on 2008-01-18
WBGene00007065,WBGene00007065,WBGene00007065,History: N.A.
WBGene00007075,WBGene00007075,WBGene00007075,History: N.A.
WBGene00007076,WBGene00007076,WBGene00007076,History: N.A.
WBGene00007079,WBGene00007079,WBGene00007079,History: N.A.
WBGene00007082,WBGene00007082,WBGene00007082,History: N.A.
WBGene00007083,WBGene00007083,WBGene00007083,History: N.A.
WBGene00007085,WBGene00007085,WBGene00007085,History: N.A.
WBGene00007091,WBGene00007091,WBGene00007091,History: N.A.
WBGene00007105,WBGene00007105,WBGene00007105,History: N.A.
WBGene00007119,WBGene00007119,WBGene00007119,History: N.A.
WBGene00007122,WBGene00007122,WBGene00007122,History: N.A.
WBGene00007123,WBGene00007123,WBGene00007123,History: N.A.
WBGene00007124,WBGene00007124,WBGene00007124,History: N.A.
WBGene00007126,WBGene00007126,WBGene00007126,History: N.A.
WBGene00007129,WBGene00007129,WBGene00007129,History: N.A.
WBGene00007132,WBGene00007132,WBGene00007132,History: N.A.
WBGene00007133,WBGene00007133,WBGene00007133,History: N.A.
WBGene00007134,WBGene00007134,WBGene00007134,History: N.A.
WBGene00007139,WBGene00007139,WBGene00007139,History: N.A.
WBGene00007148,WBGene00007148,WBGene00007148,History: N.A.
WBGene00007150,WBGene00007150,WBGene00007150,History: N.A.
WBGene00007159,WBGene00007159,WBGene00007159,History: N.A.
WBGene00007161,WBGene00007161,WBGene00007161,History: N.A.
WBGene00007162,WBGene00007162,WBGene00007162,History: N.A.
WBGene00007164,WBGene00007164,WBGene00007164,History: N.A.
WBGene00007166,WBGene00007166,WBGene00007166,History: N.A.
WBGene00007169,WBGene00007169,WBGene00007169,History: N.A.
WBGene00007171,WBGene00007171,WBGene00007171,History: N.A.
WBGene00007176,WBGene00007176,WBGene00007176,History: N.A.
WBGene00007177,WBGene00007177,WBGene00007177,History: N.A.
WBGene00007182,WBGene00007182,WBGene00007182,History: N.A.
WBGene00007183,WBGene00007183,WBGene00007183,History: N.A.
WBGene00007189,WBGene00007189,WBGene00007189,History: N.A.
WBGene00007190,WBGene00007190,WBGene00007190,History: N.A.
WBGene00007191,WBGene00007191,WBGene00007191,History: N.A.
WBGene00007193,WBGene00007193,WBGene00007193,History: N.A.
WBGene00007195,WBGene00007195,WBGene00007195,History: N.A.
WBGene00007200,WBGene00007200,WBGene00007200,History: N.A.
WBGene00007202,WBGene00007202,WBGene00007202,History: N.A.
WBGene00007203,WBGene00007203,WBGene00007203,History: N.A.
WBGene00007209,WBGene00007209,WBGene00007209,History: N.A.
WBGene00007210,WBGene00007210,WBGene00007210,History: Renamed on 2015-03-25
WBGene00007211,WBGene00007211,WBGene00007211,History: N.A.
WBGene00007212,WBGene00007212,WBGene00007212,History: N.A.
WBGene00007214,WBGene00007214,WBGene00007214,History: N.A.
WBGene00007217,WBGene00007217,WBGene00007217,History: N.A.
WBGene00007220,WBGene00007220,WBGene00007220,History: N.A.
WBGene00007233,WBGene00007233,WBGene00007233,History: N.A.
WBGene00007234,WBGene00007234,WBGene00007234,History: N.A.
WBGene00007236,WBGene00007236,WBGene00007236,History: N.A.
WBGene00007237,WBGene00007237,WBGene00007237,History: N.A.
WBGene00007240,WBGene00007240,WBGene00007240,History: N.A.
WBGene00007243,WBGene00007243,WBGene00007243,History: Split into C01G12.13(WBGene00044333). History of WBGene00007243: N.A.
WBGene00007244,WBGene00007244,WBGene00007244,History: N.A.
WBGene00007245,WBGene00007245,WBGene00007245,History: N.A.
WBGene00007246,WBGene00007246,WBGene00007246,History: N.A.
WBGene00007249,WBGene00007249,WBGene00007249,History: N.A.
WBGene00007250,WBGene00007250,WBGene00007250,History: N.A.
WBGene00007251,WBGene00007251,WBGene00007251,History: N.A.
WBGene00007260,WBGene00007260,WBGene00007260,"History: Split into C02C6.14(WBGene00303034). History of WBGene00007260: Renamed on 2007-07-25; Split into ""WBGene00303034"" on 2018-03-02"
WBGene00007261,WBGene00007261,WBGene00007261,History: N.A.
WBGene00007262,WBGene00007262,WBGene00007262,History: N.A.
WBGene00007282,WBGene00007282,WBGene00007282,History: N.A.
WBGene00007284,WBGene00007284,WBGene00007284,History: N.A.
WBGene00007287,WBGene00007287,WBGene00007287,History: Renamed on 2006-04-27
WBGene00007289,WBGene00007289,WBGene00007289,History: N.A.
WBGene00007290,WBGene00007290,WBGene00007290,History: N.A.
WBGene00007307,WBGene00007307,WBGene00007307,History: N.A.
WBGene00007308,WBGene00007308,WBGene00007308,History: N.A.
WBGene00007309,WBGene00007309,WBGene00007309,History: N.A.
WBGene00007323,WBGene00007323,WBGene00007323,History: N.A.
WBGene00007332,WBGene00007332,WBGene00007332,History: N.A.
WBGene00007334,WBGene00007334,WBGene00007334,History: N.A.
WBGene00007346,WBGene00007346,WBGene00007346,History: N.A.
WBGene00007355,WBGene00007355,WBGene00007355,History: N.A.
WBGene00007356,WBGene00007356,WBGene00007356,History: N.A.
WBGene00007363,WBGene00007363,WBGene00007363,History: Renamed on 2004-08-25
WBGene00007364,WBGene00007364,WBGene00007364,History: N.A.
WBGene00007379,WBGene00007379,WBGene00007379,History: N.A.
WBGene00007382,WBGene00007382,WBGene00007382,History: N.A.
WBGene00007383,WBGene00007383,WBGene00007383,History: N.A.
WBGene00007384,WBGene00007384,WBGene00007384,History: N.A.
WBGene00007389,WBGene00007389,WBGene00007389,History: N.A.
WBGene00007392,WBGene00007392,WBGene00007392,History: N.A.
WBGene00007393,WBGene00007393,WBGene00007393,History: N.A.
WBGene00007394,WBGene00007394,WBGene00007394,History: N.A.
WBGene00007400,WBGene00007400,WBGene00007400,History: N.A.
WBGene00007402,WBGene00007402,WBGene00007402,History: N.A.
WBGene00007405,WBGene00007405,WBGene00007405,History: N.A.
WBGene00007406,WBGene00007406,WBGene00007406,History: N.A.
WBGene00007425,WBGene00007425,WBGene00007425,History: N.A.
WBGene00007438,WBGene00007438,WBGene00007438,History: N.A.
WBGene00007443,WBGene00007443,WBGene00007443,History: N.A.
WBGene00007444,WBGene00007444,WBGene00007444,History: N.A.
WBGene00007445,WBGene00007445,WBGene00007445,History: N.A.
WBGene00007446,WBGene00007446,WBGene00007446,History: N.A.
WBGene00007449,WBGene00007449,WBGene00007449,History: N.A.
WBGene00007454,WBGene00007454,WBGene00007454,History: N.A.
WBGene00007457,WBGene00007457,WBGene00007457,History: N.A.
WBGene00007458,WBGene00007458,WBGene00007458,History: N.A.
WBGene00007463,WBGene00007463,WBGene00007463,History: N.A.
WBGene00007476,WBGene00007476,WBGene00007476,History: N.A.
WBGene00007478,WBGene00007478,WBGene00007478,History: N.A.
WBGene00007480,WBGene00007480,WBGene00007480,"History: Split into C09F9.7(WBGene00045322). History of WBGene00007480: Split into ""WBGene00045322"" on 2007-03-22"
WBGene00007488,WBGene00007488,WBGene00007488,History: N.A.
WBGene00007490,WBGene00007490,WBGene00007490,"History: Split into C09G5.13(WBGene00206538). History of WBGene00007490: Renamed on 2011-07-12; Split into ""WBGene00206538"" on 2011-08-01"
WBGene00007493,WBGene00007493,WBGene00007493,History: N.A.
WBGene00007502,WBGene00007502,WBGene00007502,History: N.A.
WBGene00007515,WBGene00007515,WBGene00007515,History: N.A.
WBGene00007526,WBGene00007526,WBGene00006747,"History: Merged into ""WBGene00006747"" on 2017-03-03"
WBGene00007531,WBGene00007531,WBGene00007531,History: N.A.
WBGene00007555,WBGene00007555,WBGene00007555,History: N.A.
WBGene00007565,WBGene00007565,WBGene00007565,History: N.A.
WBGene00007569,WBGene00007569,WBGene00007569,History: N.A.
WBGene00007570,WBGene00007570,WBGene00007570,History: N.A.
WBGene00007571,WBGene00007571,WBGene00007571,History: N.A.
WBGene00007572,WBGene00007572,WBGene00007572,History: N.A.
WBGene00007577,WBGene00007577,WBGene00007577,History: N.A.
WBGene00007578,WBGene00007578,WBGene00007578,History: N.A.
WBGene00007597,WBGene00007597,WBGene00007597,History: N.A.
WBGene00007599,WBGene00007599,WBGene00007599,History: N.A.
WBGene00007600,WBGene00007600,WBGene00007600,History: N.A.
WBGene00007601,WBGene00007601,WBGene00007601,History: N.A.
WBGene00007605,WBGene00007605,WBGene00007605,History: Renamed on 2017-08-01
WBGene00007611,WBGene00007611,WBGene00007611,History: N.A.
WBGene00007637,WBGene00007637,WBGene00007637,History: N.A.
WBGene00007638,WBGene00007638,WBGene00007638,History: N.A.
WBGene00007639,WBGene00007639,WBGene00007639,History: N.A.
WBGene00007640,WBGene00007640,WBGene00007640,History: N.A.
WBGene00007643,WBGene00007643,WBGene00007643,History: N.A.
WBGene00007644,WBGene00007644,WBGene00007644,History: N.A.
WBGene00007651,WBGene00007651,WBGene00007651,History: N.A.
WBGene00007655,WBGene00007655,WBGene00007655,History: N.A.
WBGene00007656,WBGene00007656,WBGene00007656,History: N.A.
WBGene00007657,WBGene00007657,WBGene00007657,"History: Split into pals-12(WBGene00044709). History of WBGene00007657: Split into ""WBGene00044709"" on 2006-01-13"
WBGene00007658,WBGene00007658,WBGene00007658,History: N.A.
WBGene00007659,WBGene00007659,WBGene00007659,History: N.A.
WBGene00007660,WBGene00007660,WBGene00007660,History: N.A.
WBGene00007661,WBGene00007661,WBGene00007661,"History: Split into pals-11(WBGene00044708). History of WBGene00007661: Split into ""WBGene00044708"" on 2006-01-13"
WBGene00007662,WBGene00007662,WBGene00007662,History: N.A.
WBGene00007673,WBGene00007673,WBGene00007673,History: N.A.
WBGene00007674,WBGene00007674,WBGene00007674,"History: Split into C18D4.12(WBGene00219493). History of WBGene00007674: Split into ""WBGene00219493"" on 2012-05-18"
WBGene00007675,WBGene00007675,WBGene00007675,History: N.A.
WBGene00007679,WBGene00007679,WBGene00007679,History: N.A.
WBGene00007680,WBGene00007680,WBGene00007680,History: N.A.
WBGene00007698,WBGene00007698,WBGene00007698,History: N.A.
WBGene00007699,WBGene00007699,WBGene00007699,History: N.A.
WBGene00007700,WBGene00007700,WBGene00007700,History: N.A.
WBGene00007701,WBGene00007701,WBGene00007701,History: N.A.
WBGene00007724,WBGene00007724,WBGene00007724,History: N.A.
