# Supplementary File 5. Genes upregulated in ubc-9[G56R],log2Foldchange >=2,padj<=0.05
Gene name,baseMean,log2FoldChange,lfcSE,pvalue,padj,Category,Input,Suggested Match,History
aakg-4,110.118370806303,1.27983799896964,0.249256570818597,1.74517130972024e-08,3.30051696820774e-07,Neutral,aakg-4,WBGene00020135,Public name for WBGene00020135. History: N.A.
abhd-14,17.0000644679843,1.23295816594932,0.714839630602546,0.0018217544997593,0.0098731100814195,Neutral,abhd-14,WBGene00021927,Public name for WBGene00021927. History: N.A.
abt-2,123.220158804237,3.03372956237026,0.216453101021526,4.80264323884256e-45,9.49162392103252e-43,Spermatogenic,abt-2,WBGene00000020,Public name for WBGene00000020. History: N.A.
abt-5,39.3008429557774,5.19283683324495,0.594056858559329,3.05185413512863e-19,1.96678730078018e-17,Spermatogenic,abt-5,WBGene00000023,Public name for WBGene00000023. History: N.A.
abu-14,10.8470663549314,5.99798100423435,1.49676125005908,2.5576234517991e-06,3.19581653229018e-05,Other,abu-14,WBGene00004174,Public name for WBGene00004174. History: Renamed on 2011-04-12
acdh-1,57.6371600781106,2.17061543986311,0.348716889077461,1.16827201318134e-10,3.0247531729922e-09,Neutral,acdh-1,WBGene00016943,Public name for WBGene00016943. History: Renamed on 2004-08-25
acdh-5,7.77841677268851,2.0474397217021,1.61722502173092,0.0050606374262421,0.0229304694690027,Spermatogenic,acdh-5,WBGene00016491,Public name for WBGene00016491. History: N.A.
acdh-8,14.86909721592,3.33965669071605,2.03317326918941,0.0015576200195694,0.0086592865410474,Spermatogenic,acdh-8,WBGene00019406,Public name for WBGene00019406. History: N.A.
ace-3,11.6218517737998,1.93282482333736,0.854219806048492,0.0005839722543318,0.0038513587274011,Other,ace-3,WBGene00000037,Public name for WBGene00000037. History: Renamed on 2019-05-20
acl-7,20.5723399030911,2.54333219434639,0.567001393513169,1.35448146940891e-06,1.81485212025433e-05,Neutral,acl-7,WBGene00012911,Public name for WBGene00012911. History: N.A.
acox-1.6,7.61374259855689,1.42602986179417,1.08280124248137,0.004858537193126,0.0221246290461169,Other,acox-1.6,WBGene00010336,Public name for WBGene00010336. History: Renamed on 2017-01-05
acp-3,2.97414122134542,1.88839088505026,2.13551500266682,0.0117567366275006,0.0448412296329696,Spermatogenic,acp-3,WBGene00008801,Public name for WBGene00008801. History: N.A.
acp-6,11.0168324870149,1.55033247733571,1.02621465596636,0.0030011447330879,0.0148715312348338,Neutral,acp-6,WBGene00022245,Public name for WBGene00022245. History: N.A.
acr-17,13.2601154662656,1.34390783672877,1.19464384845841,0.0081406477246538,0.033436716563542,Other,acr-17,WBGene00000056,Public name for WBGene00000056. History: N.A.
acs-10,21.0046890608171,5.20996523323107,1.48016344243944,1.95478090027783e-05,0.0001942983396101,Spermatogenic,acs-10,WBGene00007082,Public name for WBGene00007082. History: N.A.
acs-16,11.8588748445148,3.41589563038269,0.76151850280994,1.58351072594641e-06,2.09158485809562e-05,Other,acs-16,WBGene00018579,Public name for WBGene00018579. History: N.A.
