# Table S3. The Overlaps Between Heritable Dysregulated Genes and P Granule Bound Transcripts
Heritable Upregulated Genes and P Granule Bound Transcripts,Input,Suggested Match,History
Y71F9AM.6,Y71F9AM.6,WBGene00022122,Sequence name for WBGene00022122(trap-1). History: N.A.
Y57G11C.15,Y57G11C.15,WBGene00013311,Sequence name for WBGene00013311(sec-61.A). History: Renamed on 2019-05-20
T04C12.5,T04C12.5,WBGene00000064,Sequence name for WBGene00000064(act-2). History: N.A.
Y38F2AR.2,Y38F2AR.2,WBGene00021420,Sequence name for WBGene00021420(trap-3). History: N.A.
Y56A3A.21,Y56A3A.21,WBGene00013238,Sequence name for WBGene00013238(trap-4). History: N.A.
Y38F2AR.9,Y38F2AR.9,WBGene00021427,Sequence name for WBGene00021427(sec-61.B). History: N.A.
AH6.5,AH6.5,WBGene00003231,Sequence name for WBGene00003231(mex-6). History: N.A.
W02A2.7,W02A2.7,WBGene00003230,Sequence name for WBGene00003230(mex-5). History: N.A.
C16C10.3,C16C10.3,WBGene00007624,Sequence name for WBGene00007624(hrde-1). History: Renamed on 2012-08-29
C04B4.2,C04B4.2,WBGene00007290,Public name for WBGene00007290. History: N.A.
C06A5.6,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
Y45F10C.3,Y45F10C.3,WBGene00012879,Sequence name for WBGene00012879(fbxa-215). History: N.A.
Y87G2A.5,Y87G2A.5,WBGene00006936,Sequence name for WBGene00006936(glp-4). History: Renamed on 2010-01-29; Renamed on 2015-10-07
Y39E4B.12,Y39E4B.12,WBGene00001630,Sequence name for WBGene00001630(gly-5). History: N.A.
H19N07.1,H19N07.1,WBGene00010405,Sequence name for WBGene00010405(erfa-3). History: N.A.
F56F3.1,F56F3.1,WBGene00004132,Sequence name for WBGene00004132(ifet-1). History: Renamed on 2011-08-12; Renamed on 2011-08-12
C07H6.5,C07H6.5,WBGene00000479,Sequence name for WBGene00000479(cgh-1). History: N.A.
Y59A8A.3,Y59A8A.3,WBGene00013340,Sequence name for WBGene00013340(tcc-1). History: N.A.
K07A12.2,K07A12.2,WBGene00010621,Sequence name for WBGene00010621(egg-6). History: N.A.
C30B5.1,C30B5.1,WBGene00077732,"Sequence name for WBGene00077732(szy-4). History: Renamed on 2012-08-15. Public name for Dead gene WBGene00016243. History of WBGene00016243: Merged into ""WBGene00077732"" on 2012-08-15"
M7.2,M7.2,WBGene00002214,Sequence name for WBGene00002214(klc-1). History: N.A.
F44B9.4,F44B9.4,WBGene00000507,Sequence name for WBGene00000507(cit-1.1). History: N.A.
F07A11.2,F07A11.2,WBGene00008546,Sequence name for WBGene00008546(gfat-1). History: N.A.
T13C2.6,T13C2.6,WBGene00020481,Sequence name for WBGene00020481(gldi-2). History: N.A.
Y75B8A.24,Y75B8A.24,WBGene00013557,Public name for WBGene00013557. History: N.A.
C41C4.8,C41C4.8,WBGene00008053,Sequence name for WBGene00008053(cdc-48.2). History: N.A.
W03C9.7,W03C9.7,WBGene00003228,Sequence name for WBGene00003228(mex-1). History: N.A.
Y75B12B.2,Y75B12B.2,WBGene00000883,Sequence name for WBGene00000883(cyn-7). History: N.A.
T10F2.1,T10F2.1,WBGene00001744,Sequence name for WBGene00001744(gars-1). History: Renamed on 2010-01-29
F46F11.2,F46F11.2,WBGene00000473,Sequence name for WBGene00000473(cey-2). History: N.A.
Y47G6A.25,Y47G6A.25,WBGene00021649,Public name for WBGene00021649. History: N.A.
C18G1.5,C18G1.5,WBGene00001855,Sequence name for WBGene00001855(hil-4). History: Renamed on 2010-11-12
M28.5,M28.5,WBGene00010896,Sequence name for WBGene00010896(snu-13). History: Renamed on 2005-03-17
F43E2.8,F43E2.8,WBGene00002008,Sequence name for WBGene00002008(hsp-4). History: N.A.
F11E6.7,F11E6.7,WBGene00008710,Sequence name for WBGene00008710(rif-1.1). History: N.A.
ZC395.8,ZC395.8,WBGene00022598,Sequence name for WBGene00022598(ztf-8). History: N.A.
Y55F3AR.3,Y55F3AR.3,WBGene00021934,Sequence name for WBGene00021934(cct-8). History: N.A.
C47E12.5,C47E12.5,WBGene00006699,Sequence name for WBGene00006699(uba-1). History: N.A.
C06A1.1,C06A1.1,WBGene00007352,Sequence name for WBGene00007352(cdc-48.1). History: Renamed on 2005-03-17
C47B2.3,C47B2.3,WBGene00006529,Sequence name for WBGene00006529(tba-2). History: N.A.
F57B9.6,F57B9.6,WBGene00002083,Sequence name for WBGene00002083(inf-1). History: N.A.
T21B10.7,T21B10.7,WBGene00000378,"Sequence name for WBGene00000378(cct-2). History: N.A.. Public name for Dead gene WBGene00011889. History of WBGene00011889: Merged into ""WBGene00000378"" on 2007-10-09"
M110.4,M110.4,WBGene00002066,Sequence name for WBGene00002066(ifg-1). History: N.A.
F21G4.2,F21G4.2,WBGene00003410,Sequence name for WBGene00003410(mrp-4). History: N.A.
C48D1.2,C48D1.2,WBGene00000417,Sequence name for WBGene00000417(ced-3). History: N.A.
R13F6.10,R13F6.10,WBGene00020068,Sequence name for WBGene00020068(cra-1). History: N.A.
D1044.6,D1044.6,WBGene00017031,Public name for WBGene00017031. History: N.A.
F44A2.1,F44A2.1,WBGene00006499,"Sequence name for WBGene00006499(tag-153). History: N.A.. Public name for Dead gene WBGene00018401. History of WBGene00018401: Merged into ""WBGene00006499"" on 2004-05-28"
B0273.2,B0273.2,WBGene00004243,Sequence name for WBGene00004243(puf-7). History: N.A.
R06C7.1,R06C7.1,WBGene00011061,Sequence name for WBGene00011061(wago-1). History: N.A.
C18A3.5,C18A3.5,WBGene00015943,Sequence name for WBGene00015943(tiar-1). History: N.A.
T19B4.2,T19B4.2,WBGene00003793,Sequence name for WBGene00003793(npp-7). History: N.A.
T09A5.11,T09A5.11,WBGene00011638,Sequence name for WBGene00011638(ostb-1). History: N.A.
C48B4.11,C48B4.11,WBGene00008174,Public name for WBGene00008174. History: N.A.
C14B1.1,C14B1.1,WBGene00003962,Sequence name for WBGene00003962(pdi-1). History: N.A.
H34C03.2,H34C03.2,WBGene00019259,Sequence name for WBGene00019259(usp-4). History: Renamed on 2022-10-03
C24F3.1,C24F3.1,WBGene00007696,Sequence name for WBGene00007696(tram-1). History: N.A.
F40F9.6,F40F9.6,WBGene00009583,Sequence name for WBGene00009583(aagr-3). History: N.A.
W06H8.1,W06H8.1,WBGene00004373,Sequence name for WBGene00004373(rme-1). History: N.A.
Y54F10BM.2,Y54F10BM.2,WBGene00021857,Sequence name for WBGene00021857(iffb-1). History: N.A.
D2045.1,D2045.1,WBGene00000231,Sequence name for WBGene00000231(atx-2). History: N.A.
C55B7.1,C55B7.1,WBGene00001599,Sequence name for WBGene00001599(glh-2). History: N.A.
F44E2.8,F44E2.8,WBGene00018421,Public name for WBGene00018421. History: N.A.
Y55H10A.1,Y55H10A.1,WBGene00021952,Sequence name for WBGene00021952(vha-19). History: N.A.
F59B2.6,F59B2.6,WBGene00006977,Sequence name for WBGene00006977(zif-1). History: N.A.
T22D1.4,T22D1.4,WBGene00020683,Sequence name for WBGene00020683(ribo-1). History: N.A.
Y18D10A.17,Y18D10A.17,WBGene00012484,Sequence name for WBGene00012484(car-1). History: Renamed on 2005-12-05
Y76B12C.2,Y76B12C.2,WBGene00022296,Sequence name for WBGene00022296(xpc-1). History: N.A.
W08E12.7,W08E12.7,WBGene00021088,Public name for WBGene00021088. History: N.A.
ZC53.1,ZC53.1,WBGene00022508,Public name for WBGene00022508. History: N.A.
F59G1.3,F59G1.3,WBGene00006933,Sequence name for WBGene00006933(vps-35). History: N.A.
F26D10.3,F26D10.3,WBGene00002005,Sequence name for WBGene00002005(hsp-1). History: N.A.
K08F4.2,K08F4.2,WBGene00010677,Sequence name for WBGene00010677(gtbp-1). History: N.A.
F45F2.11,F45F2.11,WBGene00018483,Public name for WBGene00018483. History: N.A.
Y54F10AR.1,Y54F10AR.1,WBGene00021854,Public name for WBGene00021854. History: N.A.
R05F9.10,R05F9.10,WBGene00019893,Sequence name for WBGene00019893(sgt-1). History: N.A.
ZK20.3,ZK20.3,WBGene00013924,Sequence name for WBGene00013924(rad-23). History: N.A.
Y51H1A.4,Y51H1A.4,WBGene00013095,Sequence name for WBGene00013095(ing-3). History: N.A.
F52B5.5,F52B5.5,WBGene00000467,Sequence name for WBGene00000467(cep-1). History: N.A.
F15B9.4,F15B9.4,WBGene00008848,Sequence name for WBGene00008848(inft-2). History: N.A.
