gene,Input,Suggested Match,History
WBGene00005549,WBGene00005549,WBGene00005549,History: N.A.
WBGene00020080,WBGene00020080,WBGene00020080,History: N.A.
WBGene00020542,WBGene00020542,WBGene00020542,History: N.A.
WBGene00021861,WBGene00021861,WBGene00021861,History: N.A.
WBGene00017957,WBGene00017957,WBGene00017957,History: N.A.
WBGene00000730,WBGene00000730,WBGene00000730,History: N.A.
WBGene00019174,WBGene00019174,WBGene00019174,"History: Split into H09G03.4(WBGene00305995), H09G03.5(WBGene00305996). History of WBGene00019174: Split into ""WBGene00305995"" on 2020-01-20; Split into ""WBGene00305996"" on 2020-01-20"
WBGene00011943,WBGene00011943,WBGene00011943,History: N.A.
WBGene00020870,WBGene00020870,WBGene00020870,History: N.A.
WBGene00008679,WBGene00008679,WBGene00008679,History: N.A.
WBGene00013970,WBGene00013970,WBGene00013970,History: N.A.
WBGene00017456,WBGene00017456,WBGene00017456,History: N.A.
WBGene00045474,WBGene00045474,WBGene00045474,History: N.A.
WBGene00018380,WBGene00018380,WBGene00018380,History: N.A.
WBGene00022756,WBGene00022756,WBGene00022756,History: N.A.
WBGene00016548,WBGene00016548,WBGene00016548,History: N.A.
WBGene00018580,WBGene00018580,WBGene00018580,History: N.A.
WBGene00012967,WBGene00012967,WBGene00012967,History: N.A.
WBGene00021788,WBGene00021788,WBGene00021788,History: N.A.
WBGene00005231,WBGene00005231,WBGene00005231,History: N.A.
WBGene00004035,WBGene00004035,WBGene00004035,History: N.A.
WBGene00019236,WBGene00019236,WBGene00019236,History: N.A.
WBGene00045178,WBGene00045178,WBGene00045178,History: N.A.
WBGene00045304,WBGene00045304,WBGene00045304,History: N.A.
WBGene00015435,WBGene00015435,WBGene00015435,History: N.A.
WBGene00009463,WBGene00009463,WBGene00009463,History: N.A.
WBGene00016026,WBGene00016026,WBGene00000487,"History: Merged into ""WBGene00000487"" on 2012-08-15. Remark: All name identifiers for this gene were either transferred or lost when the gene was merged."
WBGene00021033,WBGene00021033,WBGene00021033,History: N.A.
WBGene00016481,WBGene00016481,WBGene00016481,History: N.A.
WBGene00012985,WBGene00012985,WBGene00012985,History: N.A.
WBGene00017876,WBGene00017876,WBGene00017876,History: N.A.
WBGene00006197,WBGene00006197,WBGene00006197,History: N.A.
WBGene00017451,WBGene00017451,WBGene00017451,History: N.A.
WBGene00015198,WBGene00015198,WBGene00015198,History: N.A.
WBGene00009104,WBGene00009104,WBGene00009104,History: N.A.
WBGene00020077,WBGene00020077,WBGene00020077,History: N.A.
WBGene00017704,WBGene00017704,WBGene00017704,"History: Split into F22E5.22(WBGene00305111). History of WBGene00017704: Split into ""WBGene00305111"" on 2019-10-21"
WBGene00019660,WBGene00019660,WBGene00019660,History: N.A.
WBGene00020544,WBGene00020544,WBGene00020544,History: Renamed on 2010-05-19
WBGene00003706,WBGene00003706,WBGene00003706,History: N.A.
WBGene00018663,WBGene00018663,WBGene00018663,History: N.A.
WBGene00012821,WBGene00012821,WBGene00012821,History: N.A.
WBGene00017960,WBGene00017960,WBGene00017960,History: N.A.
WBGene00022806,WBGene00022806,WBGene00022806,History: N.A.
WBGene00020282,WBGene00020282,WBGene00020282,History: N.A.
WBGene00019704,WBGene00019704,WBGene00019704,History: N.A.
WBGene00005563,WBGene00005563,WBGene00005563,History: N.A.
WBGene00017917,WBGene00017917,WBGene00017917,History: N.A.
WBGene00004231,WBGene00004231,WBGene00004231,History: N.A.
WBGene00010413,WBGene00010413,WBGene00010413,History: N.A.
WBGene00010588,WBGene00010588,WBGene00010588,History: N.A.
WBGene00022497,WBGene00022497,WBGene00022497,History: N.A.
WBGene00001707,WBGene00001707,WBGene00001707,History: N.A.
WBGene00011387,WBGene00011387,WBGene00011387,History: N.A.
WBGene00011911,WBGene00011911,WBGene00011911,History: N.A.
WBGene00009540,WBGene00009540,WBGene00009540,History: N.A.
WBGene00020879,WBGene00020879,WBGene00020879,History: N.A.
WBGene00011390,WBGene00011390,WBGene00011390,History: N.A.
WBGene00018682,WBGene00018682,WBGene00018682,History: N.A.
WBGene00007163,WBGene00007163,WBGene00007163,History: N.A.
WBGene00005423,WBGene00005423,WBGene00005423,History: N.A.
WBGene00001962,WBGene00001962,WBGene00001962,History: N.A.
WBGene00011547,WBGene00011547,WBGene00011547,History: N.A.
WBGene00020100,WBGene00020100,WBGene00020100,"History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
WBGene00018504,WBGene00018504,WBGene00018504,History: N.A.
WBGene00020611,WBGene00020611,WBGene00020611,History: N.A.
WBGene00012831,WBGene00012831,WBGene00012831,History: N.A.
WBGene00018734,WBGene00018734,WBGene00018734,History: N.A.
WBGene00019560,WBGene00019560,WBGene00019560,History: N.A.
WBGene00005674,WBGene00005674,WBGene00005674,History: N.A.
WBGene00021037,WBGene00021037,WBGene00021037,History: N.A.
WBGene00021461,WBGene00021461,WBGene00021461,History: N.A.
WBGene00077493,WBGene00077493,WBGene00077493,History: N.A.
WBGene00016023,WBGene00016023,WBGene00016023,History: N.A.
WBGene00015905,WBGene00015905,WBGene00015905,History: N.A.
WBGene00044705,WBGene00044705,WBGene00044705,History: N.A.
WBGene00020394,WBGene00020394,WBGene00020394,History: N.A.
WBGene00005876,WBGene00005876,WBGene00005876,History: N.A.
WBGene00003470,WBGene00003470,WBGene00003470,History: N.A.
WBGene00013572,WBGene00013572,WBGene00013572,History: N.A.
WBGene00022584,WBGene00022584,WBGene00022584,History: N.A.
WBGene00020869,WBGene00020869,WBGene00020869,"History: Split into T28A11.25(WBGene00269355). History of WBGene00020869: Split into ""WBGene00269355"" on 2015-12-02"
WBGene00006259,WBGene00006259,WBGene00006259,History: N.A.
WBGene00013197,WBGene00013197,WBGene00013197,History: N.A.
WBGene00019169,WBGene00019169,WBGene00019169,History: N.A.
WBGene00009538,WBGene00009538,WBGene00009538,History: N.A.
WBGene00020880,WBGene00020880,WBGene00020880,History: N.A.
WBGene00050915,WBGene00050915,WBGene00050915,History: N.A.
WBGene00018783,WBGene00018783,WBGene00018783,History: N.A.
WBGene00011650,WBGene00011650,WBGene00011650,History: N.A.
WBGene00001858,WBGene00001858,WBGene00001858,History: Renamed on 2010-11-12
WBGene00022519,WBGene00022519,WBGene00022519,History: N.A.
WBGene00022714,WBGene00022714,WBGene00022714,History: N.A.
WBGene00010768,WBGene00010768,WBGene00010768,History: N.A.
WBGene00003175,WBGene00003175,WBGene00003175,History: N.A.
WBGene00019931,WBGene00019931,WBGene00019931,History: N.A.
WBGene00022181,WBGene00022181,WBGene00022181,History: N.A.
WBGene00003008,WBGene00003008,WBGene00003008,History: N.A.
WBGene00019037,WBGene00019037,WBGene00019037,History: N.A.
WBGene00008814,WBGene00008814,WBGene00008814,History: N.A.
WBGene00019911,WBGene00019911,WBGene00019911,History: N.A.
WBGene00002141,WBGene00002141,WBGene00002141,History: Renamed on 2007-06-13
WBGene00008889,WBGene00008889,WBGene00008889,History: N.A.
WBGene00008567,WBGene00008567,WBGene00008567,History: Renamed on 2017-01-05
WBGene00012333,WBGene00012333,WBGene00012333,History: N.A.
WBGene00019497,WBGene00019497,WBGene00019497,History: N.A.
WBGene00016573,WBGene00016573,WBGene00016573,History: N.A.
WBGene00008162,WBGene00008162,WBGene00008162,History: N.A.
WBGene00005820,WBGene00005820,WBGene00005820,History: N.A.
WBGene00008191,WBGene00008191,WBGene00008191,History: N.A.
WBGene00016833,WBGene00016833,WBGene00016833,History: N.A.
WBGene00020407,WBGene00020407,WBGene00020407,History: N.A.
WBGene00008323,WBGene00008323,WBGene00008323,History: N.A.
WBGene00022757,WBGene00022757,WBGene00022757,History: N.A.
WBGene00013819,WBGene00013819,WBGene00013819,History: N.A.
WBGene00010820,WBGene00010820,WBGene00010820,"History: Split into M01G12.15(WBGene00305047), M01G12.16(WBGene00305048). History of WBGene00010820: Split into ""WBGene00305047"" on 2019-10-21; Split into ""WBGene00305048"" on 2019-10-21"
WBGene00022711,WBGene00022711,WBGene00022711,History: N.A.
WBGene00019369,WBGene00019369,WBGene00019369,"History: Split into clec-172(WBGene00044719). History of WBGene00019369: Split into ""WBGene00044719"" on 2006-01-13"
WBGene00011804,WBGene00011804,WBGene00011804,History: N.A.
WBGene00005078,WBGene00005078,WBGene00005078,History: N.A.
WBGene00006013,WBGene00006013,WBGene00006013,History: N.A.
WBGene00007960,WBGene00007960,WBGene00007960,History: N.A.
WBGene00022641,WBGene00022641,WBGene00022641,History: N.A.
WBGene00003682,WBGene00003682,WBGene00003682,History: N.A.
WBGene00022072,WBGene00022072,WBGene00022072,History: N.A.
WBGene00018059,WBGene00018059,WBGene00018059,History: N.A.
WBGene00004159,WBGene00004159,WBGene00004159,History: N.A.
WBGene00019532,WBGene00019532,WBGene00019532,History: N.A.
WBGene00005345,WBGene00005345,WBGene00005345,History: N.A.
WBGene00000624,WBGene00000624,WBGene00000624,History: N.A.
WBGene00013748,WBGene00013748,WBGene00013748,History: N.A.
WBGene00013195,WBGene00013195,WBGene00013195,History: N.A.
WBGene00012231,WBGene00012231,WBGene00012231,History: N.A.
WBGene00018098,WBGene00018098,WBGene00018098,History: N.A.
WBGene00020543,WBGene00020543,WBGene00020543,History: N.A.
WBGene00022755,WBGene00022755,WBGene00022755,History: N.A.
WBGene00005837,WBGene00005837,WBGene00005837,History: N.A.
WBGene00016285,WBGene00016285,WBGene00016285,History: N.A.
WBGene00004878,WBGene00004878,WBGene00004878,History: N.A.
WBGene00002102,WBGene00002102,WBGene00002102,History: N.A.
WBGene00016484,WBGene00016484,WBGene00016484,History: N.A.
WBGene00007246,WBGene00007246,WBGene00007246,History: N.A.
WBGene00044091,WBGene00044091,WBGene00044091,History: N.A.
WBGene00000544,WBGene00000544,WBGene00000544,History: N.A.
WBGene00019555,WBGene00019555,WBGene00019556,"History: Merged into ""WBGene00019556"" on 2015-04-30"
WBGene00020622,WBGene00020622,WBGene00020622,History: N.A.
WBGene00077684,WBGene00077684,WBGene00077684,History: N.A.
WBGene00013313,WBGene00013313,WBGene00013313,History: N.A.
WBGene00015108,WBGene00015108,WBGene00015108,History: N.A.
WBGene00019934,WBGene00019934,WBGene00019934,History: N.A.
WBGene00012089,WBGene00012089,WBGene00012089,History: N.A.
WBGene00021744,WBGene00021744,WBGene00021744,History: N.A.
WBGene00000014,WBGene00000014,WBGene00000014,History: N.A.
WBGene00005057,WBGene00005057,WBGene00005057,History: N.A.
WBGene00044371,WBGene00044371,WBGene00044371,History: N.A.
WBGene00017450,WBGene00017450,WBGene00017450,History: N.A.
WBGene00006233,WBGene00006233,WBGene00006233,History: N.A.
WBGene00008190,WBGene00008190,WBGene00008190,History: N.A.
WBGene00020616,WBGene00020616,WBGene00020616,"History: Split into T20D4.20(WBGene00044718). History of WBGene00020616: Split into ""WBGene00044718"" on 2006-01-13"
WBGene00021743,WBGene00021743,WBGene00021743,History: N.A.
WBGene00018616,WBGene00018616,WBGene00018616,History: N.A.
WBGene00006807,WBGene00006807,WBGene00006807,History: N.A.
WBGene00011778,WBGene00011778,WBGene00011778,History: N.A.
WBGene00017507,WBGene00017507,WBGene00017507,History: N.A.
WBGene00001723,WBGene00001723,WBGene00001723,History: N.A.
WBGene00005319,WBGene00005319,WBGene00005319,History: N.A.
WBGene00044470,WBGene00044470,WBGene00044470,History: N.A.
WBGene00001246,WBGene00001246,WBGene00001246,"History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
WBGene00015433,WBGene00015433,WBGene00015433,History: N.A.
WBGene00005595,WBGene00005595,WBGene00005595,History: N.A.
WBGene00020703,WBGene00020703,WBGene00020703,History: N.A.
WBGene00020772,WBGene00020772,WBGene00020772,History: N.A.
WBGene00044033,WBGene00044033,WBGene00012461,"History: Merged into ""WBGene00012461"" on 2010-09-24"
WBGene00022441,WBGene00022441,WBGene00022441,History: N.A.
WBGene00020432,WBGene00020432,WBGene00020432,"History: Split into irld-51(WBGene00077759). History of WBGene00020432: Split into ""WBGene00077759"" on 2008-05-23"
WBGene00010956,WBGene00010956,WBGene00010956,History: N.A.
WBGene00006082,WBGene00006082,WBGene00006082,History: N.A.
WBGene00007212,WBGene00007212,WBGene00007212,History: N.A.
WBGene00021212,WBGene00021212,WBGene00021212,History: N.A.
WBGene00006556,WBGene00006556,WBGene00006556,History: N.A.
WBGene00019929,WBGene00019929,WBGene00019929,History: N.A.
WBGene00001460,WBGene00001460,WBGene00001460,History: N.A.
WBGene00023505,WBGene00023505,WBGene00023505,History: N.A.
WBGene00000030,WBGene00000030,WBGene00000030,History: N.A.
WBGene00006117,WBGene00006117,WBGene00006117,"History: Split into F22F7.12(WBGene00268198). History of WBGene00006117: Split into ""WBGene00268198"" on 2015-07-23"
WBGene00008565,WBGene00008565,WBGene00008565,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00016297,WBGene00016297,WBGene00016297,History: N.A.
WBGene00021692,WBGene00021692,WBGene00021692,History: N.A.
WBGene00015656,WBGene00015656,WBGene00015656,History: N.A.
WBGene00015456,WBGene00015456,WBGene00015456,History: N.A.
WBGene00044672,WBGene00044672,WBGene00044672,History: N.A.
WBGene00012332,WBGene00012332,WBGene00012332,History: N.A.
WBGene00008787,WBGene00008787,WBGene00008787,History: N.A.
WBGene00012214,WBGene00012214,WBGene00012214,History: N.A.
WBGene00022162,WBGene00022162,WBGene00022162,History: N.A.
WBGene00006631,WBGene00006631,WBGene00006631,History: N.A.
WBGene00015439,WBGene00015439,WBGene00015439,History: N.A.
WBGene00000641,WBGene00000641,WBGene00000641,History: N.A.
WBGene00018499,WBGene00018499,WBGene00018499,History: N.A.
WBGene00021148,WBGene00021148,WBGene00021148,History: N.A.
WBGene00020233,WBGene00020233,WBGene00020233,History: N.A.
WBGene00022870,WBGene00022870,WBGene00022870,"History: Split into ""WBGene00194709"" on 2009-08-11"
WBGene00003662,WBGene00003662,WBGene00003662,History: N.A.
WBGene00018297,WBGene00018297,WBGene00018297,History: N.A.
WBGene00011621,WBGene00011621,WBGene00011621,History: N.A.
WBGene00021728,WBGene00021728,WBGene00021728,History: N.A.
WBGene00017869,WBGene00017869,WBGene00017869,History: N.A.
WBGene00018618,WBGene00018618,WBGene00018618,History: N.A.
WBGene00001692,WBGene00001692,WBGene00001692,History: N.A.
WBGene00018775,WBGene00018775,,History: Killed on 2013-10-17. Remark: Lack of supporting evidence and it appears to be part of the 3' UTR of the upstream gene.
WBGene00001507,WBGene00001507,WBGene00001507,History: N.A.
WBGene00015897,WBGene00015897,WBGene00015897,History: Renamed on 2016-01-28
WBGene00018198,WBGene00018198,WBGene00018198,History: N.A.
WBGene00044382,WBGene00044382,WBGene00044382,History: N.A.
WBGene00021304,WBGene00021304,WBGene00021304,History: N.A.
WBGene00044374,WBGene00044374,WBGene00044374,History: N.A.
WBGene00044378,WBGene00044378,WBGene00044378,History: N.A.
WBGene00009031,WBGene00009031,WBGene00009031,History: N.A.
WBGene00013508,WBGene00013508,WBGene00013508,History: N.A.
WBGene00005291,WBGene00005291,WBGene00005291,History: N.A.
WBGene00005959,WBGene00005959,WBGene00005959,History: N.A.
WBGene00044084,WBGene00044084,WBGene00044084,History: N.A.
WBGene00021164,WBGene00021164,WBGene00021164,History: N.A.
WBGene00003106,WBGene00003106,WBGene00003106,History: N.A.
WBGene00044434,WBGene00044434,WBGene00044434,History: N.A.
WBGene00022100,WBGene00022100,WBGene00022100,History: N.A.
WBGene00016479,WBGene00016479,WBGene00016479,History: N.A.
WBGene00018546,WBGene00018546,WBGene00018547,"History: Merged into ""WBGene00018547"" on 2013-09-27"
WBGene00044164,WBGene00044164,WBGene00044164,History: N.A.
WBGene00018022,WBGene00018022,WBGene00018022,History: N.A.
WBGene00005621,WBGene00005621,WBGene00005621,History: N.A.
WBGene00003471,WBGene00003471,WBGene00003471,History: N.A.
WBGene00009519,WBGene00009519,WBGene00009519,History: N.A.
WBGene00013181,WBGene00013181,WBGene00013181,History: N.A.
WBGene00009869,WBGene00009869,WBGene00009869,History: N.A.
WBGene00018817,WBGene00018817,,History: Killed on 2019-11-21. Remark: No evidence for this gene.
WBGene00006099,WBGene00006099,WBGene00006099,History: N.A.
WBGene00012401,WBGene00012401,WBGene00012401,History: N.A.
WBGene00006172,WBGene00006172,WBGene00006172,History: N.A.
WBGene00012625,WBGene00012625,WBGene00012625,"History: Split into Y38H6C.24(WBGene00194689). History of WBGene00012625: Split into ""WBGene00194689"" on 2009-07-03"
WBGene00009695,WBGene00009695,WBGene00009695,History: N.A.
WBGene00001633,WBGene00001633,WBGene00001633,History: N.A.
WBGene00018323,WBGene00018323,WBGene00018323,History: N.A.
WBGene00007219,WBGene00007219,WBGene00007219,History: Renamed on 2019-11-21
WBGene00018062,WBGene00018062,WBGene00018062,History: N.A.
WBGene00010578,WBGene00010578,WBGene00010578,History: N.A.
WBGene00013042,WBGene00013042,WBGene00013042,History: Renamed on 2014-04-30
WBGene00012196,WBGene00012196,WBGene00012196,History: N.A.
WBGene00016227,WBGene00016227,WBGene00016227,History: N.A.
WBGene00015886,WBGene00015886,WBGene00015886,History: N.A.
WBGene00022374,WBGene00022374,WBGene00022374,History: N.A.
WBGene00011750,WBGene00011750,WBGene00011750,History: N.A.
WBGene00021214,WBGene00021214,WBGene00021214,History: N.A.
WBGene00013654,WBGene00013654,WBGene00013654,History: N.A.
WBGene00018507,WBGene00018507,WBGene00018507,History: N.A.
WBGene00000028,WBGene00000028,WBGene00000028,History: N.A.
WBGene00017208,WBGene00017208,WBGene00017208,History: N.A.
WBGene00021941,WBGene00021941,WBGene00021941,History: N.A.
WBGene00005889,WBGene00005889,WBGene00005889,History: N.A.
WBGene00021694,WBGene00021694,WBGene00021694,History: N.A.
WBGene00019559,WBGene00019559,WBGene00019559,History: N.A.
WBGene00011019,WBGene00011019,WBGene00011019,History: N.A.
WBGene00005747,WBGene00005747,WBGene00005747,History: N.A.
WBGene00012425,WBGene00012425,WBGene00012425,History: N.A.
WBGene00018989,WBGene00018989,WBGene00018989,History: N.A.
WBGene00011751,WBGene00011751,WBGene00011751,History: N.A.
WBGene00044187,WBGene00044187,WBGene00044187,History: N.A.
WBGene00044196,WBGene00044196,WBGene00044196,History: N.A.
WBGene00002118,WBGene00002118,WBGene00002118,History: N.A.
WBGene00013119,WBGene00013119,WBGene00013119,History: N.A.
WBGene00013509,WBGene00013509,WBGene00013509,History: N.A.
WBGene00012847,WBGene00012847,WBGene00012847,History: N.A.
WBGene00013505,WBGene00013505,WBGene00013505,History: N.A.
WBGene00013783,WBGene00013783,WBGene00013783,History: N.A.
WBGene00005826,WBGene00005826,WBGene00005826,History: N.A.
WBGene00013912,WBGene00013912,WBGene00013912,History: N.A.
WBGene00014181,WBGene00014181,WBGene00014181,History: N.A.
WBGene00008854,WBGene00008854,WBGene00008854,History: N.A.
WBGene00013013,WBGene00013013,WBGene00013013,History: N.A.
WBGene00022868,WBGene00022868,WBGene00022868,History: N.A.
WBGene00044401,WBGene00044401,WBGene00044401,History: N.A.
WBGene00013648,WBGene00013648,WBGene00013648,History: N.A.
WBGene00000139,WBGene00000139,WBGene00000139,History: N.A.
WBGene00005803,WBGene00005803,WBGene00005803,History: N.A.
WBGene00021353,WBGene00021353,WBGene00021353,History: N.A.
WBGene00017579,WBGene00017579,WBGene00017579,History: N.A.
WBGene00001480,WBGene00001480,WBGene00001480,History: N.A.
WBGene00008255,WBGene00008255,WBGene00008255,History: N.A.
WBGene00020612,WBGene00020612,WBGene00020612,History: N.A.
WBGene00013812,WBGene00013812,WBGene00013812,History: N.A.
WBGene00003722,WBGene00003722,WBGene00003722,History: N.A.
WBGene00012378,WBGene00012378,WBGene00012378,History: N.A.
WBGene00021850,WBGene00021850,WBGene00021850,History: N.A.
WBGene00022485,WBGene00022485,WBGene00022485,History: N.A.
WBGene00003414,WBGene00003414,WBGene00003414,History: N.A.
WBGene00007459,WBGene00007459,WBGene00007459,History: N.A.
WBGene00003017,WBGene00003017,WBGene00003017,History: N.A.
WBGene00018053,WBGene00018053,WBGene00018053,History: N.A.
WBGene00013281,WBGene00013281,WBGene00013281,History: N.A.
WBGene00016895,WBGene00016895,WBGene00016895,History: N.A.
WBGene00012873,WBGene00012873,WBGene00012873,History: N.A.
WBGene00001545,WBGene00001545,WBGene00001545,History: N.A.
WBGene00018139,WBGene00018139,WBGene00018139,History: N.A.
WBGene00016577,WBGene00016577,WBGene00016577,History: N.A.
WBGene00017254,WBGene00017254,WBGene00017254,History: N.A.
WBGene00006108,WBGene00006108,WBGene00006108,History: N.A.
WBGene00004172,WBGene00004172,WBGene00004172,"History: Split into Y75B8A.39(WBGene00023483). History of WBGene00004172: Split into ""WBGene00023483"" on 2004-08-11"
WBGene00022062,WBGene00022062,WBGene00022062,History: N.A.
WBGene00020281,WBGene00020281,WBGene00020281,History: N.A.
WBGene00017899,WBGene00017899,WBGene00017899,History: N.A.
WBGene00017959,WBGene00017959,WBGene00017959,History: N.A.
WBGene00018759,WBGene00018759,WBGene00018759,History: N.A.
WBGene00016051,WBGene00016051,WBGene00016051,History: N.A.
WBGene00000622,WBGene00000622,WBGene00000622,History: N.A.
WBGene00010804,WBGene00010804,WBGene00010804,History: N.A.
WBGene00001512,WBGene00001512,WBGene00001512,History: N.A.
WBGene00006125,WBGene00006125,WBGene00006125,History: N.A.
WBGene00012614,WBGene00012614,WBGene00012614,History: N.A.
WBGene00000668,WBGene00000668,WBGene00000668,History: N.A.
WBGene00010402,WBGene00010402,WBGene00010402,"History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
WBGene00019315,WBGene00019315,WBGene00019315,History: N.A.
WBGene00021013,WBGene00021013,WBGene00021013,History: N.A.
WBGene00013646,WBGene00013646,WBGene00013646,History: N.A.
WBGene00017209,WBGene00017209,WBGene00017209,History: N.A.
WBGene00007835,WBGene00007835,WBGene00007835,History: N.A.
WBGene00005914,WBGene00005914,WBGene00005914,History: N.A.
WBGene00020062,WBGene00020062,WBGene00020062,History: N.A.
WBGene00044403,WBGene00044403,WBGene00044403,History: N.A.
WBGene00013662,WBGene00013662,WBGene00013662,History: N.A.
WBGene00001639,WBGene00001639,WBGene00001639,History: N.A.
WBGene00006258,WBGene00006258,WBGene00006258,History: N.A.
WBGene00013199,WBGene00013199,WBGene00013198,"History: Merged into ""WBGene00013198"" on 2008-07-18"
WBGene00018112,WBGene00018112,WBGene00018112,History: N.A.
WBGene00012211,WBGene00012211,WBGene00012211,History: N.A.
WBGene00022036,WBGene00022036,WBGene00022036,History: N.A.
WBGene00006927,WBGene00006927,WBGene00006927,History: N.A.
WBGene00045457,WBGene00045457,WBGene00045457,History: N.A.
WBGene00009318,WBGene00009318,WBGene00009318,History: N.A.
WBGene00008992,WBGene00008992,WBGene00008992,"History: Split into F21A3.11(WBGene00219316). History of WBGene00008992: Split into ""WBGene00219316"" on 2011-11-21"
WBGene00020060,WBGene00020060,WBGene00020060,History: N.A.
WBGene00019107,WBGene00019107,WBGene00019107,History: N.A.
WBGene00021430,WBGene00021430,WBGene00021430,History: N.A.
WBGene00016723,WBGene00016723,,History: Killed on 2012-07-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00077523,WBGene00077523,WBGene00077523,History: N.A.
WBGene00021136,WBGene00021136,WBGene00021136,History: N.A.
WBGene00012054,WBGene00012054,WBGene00012054,History: N.A.
WBGene00021172,WBGene00021172,WBGene00021173,"History: Merged into ""WBGene00021173"" on 2022-01-02"
WBGene00009728,WBGene00009728,WBGene00009728,History: N.A.
WBGene00001459,WBGene00001459,WBGene00001459,History: N.A.
WBGene00005807,WBGene00005807,WBGene00005807,History: N.A.
WBGene00018055,WBGene00018055,WBGene00018055,History: N.A.
WBGene00013657,WBGene00013657,WBGene00013657,History: N.A.
WBGene00010950,WBGene00010950,WBGene00010950,History: N.A.
WBGene00020180,WBGene00020180,WBGene00020180,History: N.A.
WBGene00012857,WBGene00012857,WBGene00012857,History: Renamed on 2008-02-01
WBGene00013915,WBGene00013915,WBGene00013915,History: N.A.
WBGene00007639,WBGene00007639,WBGene00007639,History: N.A.
WBGene00008610,WBGene00008610,WBGene00008610,History: Renamed on 2021-12-09
WBGene00019706,WBGene00019706,WBGene00019706,History: N.A.
WBGene00044185,WBGene00044185,WBGene00044185,History: N.A.
WBGene00009862,WBGene00009862,WBGene00009862,History: N.A.
WBGene00006182,WBGene00006182,WBGene00006182,History: N.A.
WBGene00018573,WBGene00018573,WBGene00018573,History: N.A.
WBGene00020305,WBGene00020305,WBGene00020305,History: N.A.
WBGene00012634,WBGene00012634,WBGene00012634,History: N.A.
WBGene00007065,WBGene00007065,WBGene00007065,History: N.A.
WBGene00017250,WBGene00017250,WBGene00017250,History: N.A.
WBGene00017404,WBGene00017404,WBGene00017404,History: N.A.
WBGene00021188,WBGene00021188,WBGene00021188,History: N.A.
WBGene00010655,WBGene00010655,WBGene00010655,"History: Split into K08D8.12(WBGene00194926). History of WBGene00010655: Split into ""WBGene00194926"" on 2010-01-27"
WBGene00008448,WBGene00008448,WBGene00008448,History: N.A.
WBGene00005261,WBGene00005261,WBGene00005261,History: N.A.
WBGene00015114,WBGene00015114,WBGene00015114,History: N.A.
WBGene00013559,WBGene00013559,WBGene00013559,History: N.A.
WBGene00001770,WBGene00001770,WBGene00001770,History: N.A.
WBGene00012087,WBGene00012087,WBGene00012087,History: N.A.
WBGene00013517,WBGene00013517,WBGene00013517,History: N.A.
WBGene00016857,WBGene00016857,WBGene00016857,History: N.A.
WBGene00012993,WBGene00012993,WBGene00012993,History: N.A.
WBGene00012213,WBGene00012213,WBGene00012213,History: N.A.
WBGene00021741,WBGene00021741,WBGene00021741,History: N.A.
WBGene00005886,WBGene00005886,WBGene00005886,History: N.A.
WBGene00005913,WBGene00005913,WBGene00005913,History: N.A.
WBGene00017630,WBGene00017630,WBGene00017630,History: N.A.
WBGene00020739,WBGene00020739,WBGene00020739,History: N.A.
WBGene00020850,WBGene00020850,WBGene00020850,History: N.A.
WBGene00021995,WBGene00021995,WBGene00021995,History: N.A.
WBGene00006205,WBGene00006205,WBGene00006205,History: N.A.
WBGene00018851,WBGene00018851,WBGene00018851,History: N.A.
WBGene00016546,WBGene00016546,WBGene00016546,History: N.A.
WBGene00013528,WBGene00013528,WBGene00013528,History: N.A.
WBGene00013087,WBGene00013087,WBGene00013087,History: N.A.
WBGene00012212,WBGene00012212,WBGene00012212,History: N.A.
WBGene00009868,WBGene00009868,WBGene00009868,History: N.A.
WBGene00020537,WBGene00020537,WBGene00020537,"History: Split into T16A1.10(WBGene00269431). History of WBGene00020537: Split into ""WBGene00269431"" on 2016-04-19"
WBGene00012792,WBGene00012792,WBGene00012792,History: N.A.
WBGene00019920,WBGene00019920,WBGene00019920,History: N.A.
WBGene00005213,WBGene00005213,WBGene00005213,History: N.A.
WBGene00017253,WBGene00017253,WBGene00017253,History: Renamed on 2005-12-13
WBGene00009694,WBGene00009694,,History: Killed on 2008-05-07. Remark: [080508 pad] Retired gene prediction because of repeat overlap.
WBGene00019292,WBGene00019292,WBGene00019292,History: N.A.
WBGene00005484,WBGene00005484,WBGene00005484,History: N.A.
WBGene00001549,WBGene00001549,WBGene00001549,History: N.A.
WBGene00021894,WBGene00021894,WBGene00021894,History: N.A.
WBGene00005919,WBGene00005919,WBGene00005919,History: N.A.
WBGene00019700,WBGene00019700,WBGene00019700,History: N.A.
WBGene00007831,WBGene00007831,WBGene00007831,History: N.A.
